customer_id,tenure_months,login_frequency,monthly_charges,R_score,F_score,M_score,RFM_score,customer_segment
C17765,16,30,753.51,3,5,4,12,Loyal
C17766,34,26,868.81,5,5,4,14,High Value
C17767,26,27,722.61,4,5,3,12,Loyal
C17768,5,14,308.16,1,2,1,4,Low Engagement
C17770,31,4,1080.86,5,1,5,11,Loyal
C17771,10,22,697.75,2,4,3,9,Potential Loyal
C17772,6,12,1294.92,1,2,5,8,Potential Loyal
C17773,27,23,711.11,4,5,3,12,Loyal
C17774,19,18,452.62,3,3,2,8,Potential Loyal
C17776,17,18,455.89,3,3,2,8,Potential Loyal
C17777,17,24,300.99,3,5,1,9,Potential Loyal
C17778,27,14,447.19,4,2,2,8,Potential Loyal
C17779,21,7,822.67,3,1,4,8,Potential Loyal
C17781,2,17,1220.4,1,3,5,9,Potential Loyal
C17783,14,16,419.38,2,3,2,7,Potential Loyal
C17785,31,6,394.57,5,1,2,8,Potential Loyal
C17786,1,13,1181.03,1,2,5,8,Potential Loyal
C17787,31,14,441.08,5,2,2,9,Potential Loyal
C17788,9,23,480.44,2,5,3,10,Loyal
C17789,4,16,429.2,1,3,2,6,At Risk
C17790,11,30,806.76,2,5,4,11,Loyal
C17791,30,19,432.67,5,4,2,11,Loyal
C17793,31,1,486.46,5,1,3,9,Potential Loyal
C17794,11,14,761.67,2,2,4,8,Potential Loyal
C17795,7,24,748.97,1,5,4,10,Loyal
C17797,20,27,435.84,3,5,2,10,Loyal
C17798,21,8,405.63,3,1,2,6,At Risk
C17799,30,10,731.1,5,2,4,11,Loyal
C17800,19,29,733.17,3,5,4,12,Loyal
C17802,15,3,305.27,2,1,1,4,Low Engagement
C17803,15,14,666.02,2,2,3,7,Potential Loyal
C17805,18,16,309.76,3,3,1,7,Potential Loyal
C17806,0,27,1431.32,1,5,5,11,Loyal
C17807,15,19,1470.2,2,4,5,11,Loyal
C17808,9,16,698.43,2,3,3,8,Potential Loyal
C17809,28,25,446.12,4,5,2,11,Loyal
C17811,13,16,833.09,2,3,4,9,Potential Loyal
C17812,18,4,390.98,3,1,2,6,At Risk
C17813,32,9,491.96,5,1,3,9,Potential Loyal
C17814,26,27,671.99,4,5,3,12,Loyal
C17815,1,12,302.68,1,2,1,4,Low Engagement
C17816,6,21,1293.77,1,4,5,10,Loyal
C17817,5,14,460.69,1,2,2,5,At Risk
C17818,20,14,402.81,3,2,2,7,Potential Loyal
C17819,26,11,1277.47,4,2,5,11,Loyal
C17820,27,20,790.92,4,4,4,12,Loyal
C17821,6,14,612.62,1,2,3,6,At Risk
C17822,33,11,355.55,5,2,1,8,Potential Loyal
C17823,3,8,823.07,1,1,4,6,At Risk
C17825,35,26,620.28,5,5,3,13,High Value
C17826,29,21,1095.68,4,4,5,13,High Value
C17827,10,23,480.66,2,5,3,10,Loyal
C17829,29,22,632.79,4,4,3,11,Loyal
C17830,24,18,800.02,4,3,4,11,Loyal
C17831,32,10,759.29,5,2,4,11,Loyal
C17832,7,25,739.81,1,5,4,10,Loyal
C17833,15,13,461.19,2,2,2,6,At Risk
C17835,30,20,469.03,5,4,2,11,Loyal
C17837,19,16,887.6,3,3,4,10,Loyal
C17838,25,28,877.9,4,5,4,13,High Value
C17839,28,13,1333.71,4,2,5,11,Loyal
C17840,21,13,750.19,3,2,4,9,Potential Loyal
C17842,15,11,1201.85,2,2,5,9,Potential Loyal
C17843,26,20,469.33,4,4,2,10,Loyal
C17846,36,20,753.11,5,4,4,13,High Value
C17849,0,1,364.36,1,1,1,3,Low Engagement
C17850,24,1,426.62,4,1,2,7,Potential Loyal
C17851,25,20,855.03,4,4,4,12,Loyal
C17852,17,20,717.04,3,4,3,10,Loyal
C17853,30,22,1148.21,5,4,5,14,High Value
C17854,3,17,663.25,1,3,3,7,Potential Loyal
C17855,8,22,468.04,2,4,2,8,Potential Loyal
C17856,35,21,839.41,5,4,4,13,High Value
C17857,9,27,343.3,2,5,1,8,Potential Loyal
C17859,35,17,1342.31,5,3,5,13,High Value
C17860,11,34,829.98,2,5,4,11,Loyal
C17861,33,13,799.72,5,2,4,11,Loyal
C17862,32,30,341.55,5,5,1,11,Loyal
C17863,23,27,834.29,4,5,4,13,High Value
C17864,23,19,341.23,4,4,1,9,Potential Loyal
C17866,32,27,1032.16,5,5,5,15,High Value
C17867,3,19,326.35,1,4,1,6,At Risk
C17868,20,20,1394.84,3,4,5,12,Loyal
C17869,0,24,789.14,1,5,4,10,Loyal
C17870,25,16,1076.19,4,3,5,12,Loyal
C17874,21,9,1452.96,3,1,5,9,Potential Loyal
C17875,22,16,374.43,3,3,1,7,Potential Loyal
C17876,31,5,305.83,5,1,1,7,Potential Loyal
C17877,3,18,1363.44,1,3,5,9,Potential Loyal
C17878,6,11,316.25,1,2,1,4,Low Engagement
C17879,24,28,492.94,4,5,3,12,Loyal
C17881,9,12,1097.43,2,2,5,9,Potential Loyal
C17882,23,13,389.69,4,2,2,8,Potential Loyal
C17883,17,23,1022.62,3,5,5,13,High Value
C17884,28,15,1422.77,4,3,5,12,Loyal
C17887,19,20,445.85,3,4,2,9,Potential Loyal
C17888,18,19,306.34,3,4,1,8,Potential Loyal
C17889,18,4,1035.49,3,1,5,9,Potential Loyal
C17890,6,26,396.17,1,5,2,8,Potential Loyal
C17891,23,23,331.68,4,5,1,10,Loyal
C17894,23,20,1202.64,4,4,5,13,High Value
C17895,5,27,774.21,1,5,4,10,Loyal
C17896,5,8,774.12,1,1,4,6,At Risk
C17898,34,20,1294.52,5,4,5,14,High Value
C17899,29,28,325.17,4,5,1,10,Loyal
C17900,34,10,340.83,5,2,1,8,Potential Loyal
C17901,7,30,452.9,1,5,2,8,Potential Loyal
C17902,3,14,307.79,1,2,1,4,Low Engagement
C17905,0,5,620.34,1,1,3,5,At Risk
C17907,28,6,1487.96,4,1,5,10,Loyal
C17908,35,6,622.14,5,1,3,9,Potential Loyal
C17909,6,16,312.51,1,3,1,5,At Risk
C17910,9,7,364.44,2,1,1,4,Low Engagement
C17912,28,15,1049.43,4,3,5,12,Loyal
C17913,3,10,705.1,1,2,3,6,At Risk
C17914,34,27,476.65,5,5,3,13,High Value
C17915,35,22,427.5,5,4,2,11,Loyal
C17916,18,7,394.19,3,1,2,6,At Risk
C17918,21,17,459.44,3,3,2,8,Potential Loyal
C17920,8,22,719.14,2,4,3,9,Potential Loyal
C17921,28,20,395.29,4,4,2,10,Loyal
C17922,17,18,862.88,3,3,4,10,Loyal
C17923,35,15,858.4,5,3,4,12,Loyal
C17924,8,11,322.54,2,2,1,5,At Risk
C17926,24,5,353.56,4,1,1,6,At Risk
C17927,29,27,352.16,4,5,1,10,Loyal
C17928,31,12,760.27,5,2,4,11,Loyal
C17929,27,12,350.66,4,2,1,7,Potential Loyal
C17930,28,0,1366.86,4,1,5,10,Loyal
C17931,11,14,664.35,2,2,3,7,Potential Loyal
C17935,23,7,452.76,4,1,2,7,Potential Loyal
C17938,12,15,458.19,2,3,2,7,Potential Loyal
C17939,17,16,327.51,3,3,1,7,Potential Loyal
C17940,26,13,419.74,4,2,2,8,Potential Loyal
C17941,29,24,843.25,4,5,4,13,High Value
C17945,28,8,1160.92,4,1,5,10,Loyal
C17947,27,9,1276.3,4,1,5,10,Loyal
C17948,28,11,1375.6,4,2,5,11,Loyal
C17949,8,3,306.43,2,1,1,4,Low Engagement
C17950,22,8,628.9,3,1,3,7,Potential Loyal
C17951,27,12,1255.25,4,2,5,11,Loyal
C17952,28,19,743.29,4,4,4,12,Loyal
C17954,27,6,838.64,4,1,4,9,Potential Loyal
C17955,14,12,308.58,2,2,1,5,At Risk
C17956,35,29,445.22,5,5,2,12,Loyal
C17958,10,10,1009.85,2,2,5,9,Potential Loyal
C17960,9,20,795.84,2,4,4,10,Loyal
C17962,8,23,476.11,2,5,3,10,Loyal
C17964,3,12,356.23,1,2,1,4,Low Engagement
C17966,33,18,801.16,5,3,4,12,Loyal
C17969,24,19,1490.53,4,4,5,13,High Value
C17970,10,30,1260.85,2,5,5,12,Loyal
C17971,36,3,703.58,5,1,3,9,Potential Loyal
C17972,6,7,744.24,1,1,4,6,At Risk
C17973,3,26,629.76,1,5,3,9,Potential Loyal
C17974,17,20,1208.26,3,4,5,12,Loyal
C17975,33,15,471.41,5,3,2,10,Loyal
C17976,31,13,1406.2,5,2,5,12,Loyal
C17977,16,17,770.43,3,3,4,10,Loyal
C17978,6,6,454.14,1,1,2,4,Low Engagement
C17979,7,18,729.91,1,3,4,8,Potential Loyal
C17980,0,23,439.11,1,5,2,8,Potential Loyal
C17982,11,20,1293.81,2,4,5,11,Loyal
C17983,9,20,841.34,2,4,4,10,Loyal
C17984,14,20,332.65,2,4,1,7,Potential Loyal
C17985,30,25,353.22,5,5,1,11,Loyal
C17986,32,9,813.26,5,1,4,10,Loyal
C17988,35,19,328.52,5,4,1,10,Loyal
C17989,7,16,1272.02,1,3,5,9,Potential Loyal
C17990,28,22,337.68,4,4,1,9,Potential Loyal
C17991,9,3,823.09,2,1,4,7,Potential Loyal
C17993,6,27,315.31,1,5,1,7,Potential Loyal
C17995,12,8,632.38,2,1,3,6,At Risk
C17996,19,9,896.12,3,1,4,8,Potential Loyal
C17997,24,7,796.01,4,1,4,9,Potential Loyal
C17998,11,1,1176.95,2,1,5,8,Potential Loyal
C17999,9,22,309.72,2,4,1,7,Potential Loyal
C18001,21,12,722.04,3,2,3,8,Potential Loyal
C18002,0,15,617.13,1,3,3,7,Potential Loyal
C18004,5,10,1036.6,1,2,5,8,Potential Loyal
C18005,6,18,1244.12,1,3,5,9,Potential Loyal
C18006,2,18,1057.46,1,3,5,9,Potential Loyal
C18007,24,14,785.7,4,2,4,10,Loyal
C18008,3,12,487.07,1,2,3,6,At Risk
C18010,6,16,614.31,1,3,3,7,Potential Loyal
C18011,26,20,418.32,4,4,2,10,Loyal
C18014,3,24,1480.99,1,5,5,11,Loyal
C18016,27,7,1385.83,4,1,5,10,Loyal
C18017,1,22,1159.38,1,4,5,10,Loyal
C18019,2,18,869.15,1,3,4,8,Potential Loyal
C18020,25,18,436.03,4,3,2,9,Potential Loyal
C18022,24,22,322.63,4,4,1,9,Potential Loyal
C18023,2,18,831.15,1,3,4,8,Potential Loyal
C18026,20,3,361.35,3,1,1,5,At Risk
C18027,0,26,735.51,1,5,4,10,Loyal
C18028,19,20,310.51,3,4,1,8,Potential Loyal
C18029,26,9,491.99,4,1,3,8,Potential Loyal
C18030,27,10,460.15,4,2,2,8,Potential Loyal
C18031,7,18,331.9,1,3,1,5,At Risk
C18032,17,23,1421.62,3,5,5,13,High Value
C18034,19,0,1204.2,3,1,5,9,Potential Loyal
C18035,5,8,737.23,1,1,4,6,At Risk
C18037,14,17,1303.74,2,3,5,10,Loyal
C18040,36,11,1486.7,5,2,5,12,Loyal
C18042,35,23,422.86,5,5,2,12,Loyal
C18044,22,27,368.06,3,5,1,9,Potential Loyal
C18046,34,1,613.59,5,1,3,9,Potential Loyal
C18047,23,22,860.06,4,4,4,12,Loyal
C18048,11,7,1160.72,2,1,5,8,Potential Loyal
C18049,2,32,677.56,1,5,3,9,Potential Loyal
C18050,17,28,481.41,3,5,3,11,Loyal
C18053,4,14,742.65,1,2,4,7,Potential Loyal
C18054,25,5,672.23,4,1,3,8,Potential Loyal
C18055,9,4,335.97,2,1,1,4,Low Engagement
C18058,7,18,727.67,1,3,3,7,Potential Loyal
C18059,34,24,842.55,5,5,4,14,High Value
C18060,13,12,880.45,2,2,4,8,Potential Loyal
C18061,11,11,623.74,2,2,3,7,Potential Loyal
C18062,28,27,497.87,4,5,3,12,Loyal
C18063,14,10,608.26,2,2,3,7,Potential Loyal
C18065,32,21,453.73,5,4,2,11,Loyal
C18066,4,4,376.09,1,1,1,3,Low Engagement
C18067,10,21,351.3,2,4,1,7,Potential Loyal
C18068,34,0,337.61,5,1,1,7,Potential Loyal
C18069,11,26,649.49,2,5,3,10,Loyal
C18070,16,16,1348.17,3,3,5,11,Loyal
C18072,33,12,1264.6,5,2,5,12,Loyal
C18073,21,4,447.67,3,1,2,6,At Risk
C18074,10,17,470.31,2,3,2,7,Potential Loyal
C18075,33,3,455.8,5,1,2,8,Potential Loyal
C18077,2,24,629.39,1,5,3,9,Potential Loyal
C18079,14,19,637.1,2,4,3,9,Potential Loyal
C18080,28,17,832.47,4,3,4,11,Loyal
C18082,11,13,807.83,2,2,4,8,Potential Loyal
C18083,7,24,1369.0,1,5,5,11,Loyal
C18084,22,29,722.15,3,5,3,11,Loyal
C18085,4,13,465.33,1,2,2,5,At Risk
C18087,29,2,485.03,4,1,3,8,Potential Loyal
C18089,29,15,1212.59,4,3,5,12,Loyal
C18090,13,10,321.7,2,2,1,5,At Risk
C18091,7,23,330.22,1,5,1,7,Potential Loyal
C18092,35,28,419.47,5,5,2,12,Loyal
C18095,17,9,819.56,3,1,4,8,Potential Loyal
C18097,28,8,824.79,4,1,4,9,Potential Loyal
C18098,19,19,1153.42,3,4,5,12,Loyal
C18099,31,9,608.22,5,1,3,9,Potential Loyal
C18101,24,15,342.48,4,3,1,8,Potential Loyal
C18102,26,16,774.35,4,3,4,11,Loyal
C18103,33,16,341.94,5,3,1,9,Potential Loyal
C18104,30,19,1026.42,5,4,5,14,High Value
C18105,9,4,486.76,2,1,3,6,At Risk
C18107,27,15,751.36,4,3,4,11,Loyal
C18108,25,15,433.25,4,3,2,9,Potential Loyal
C18110,25,10,635.78,4,2,3,9,Potential Loyal
C18113,6,7,807.72,1,1,4,6,At Risk
C18115,29,4,457.31,4,1,2,7,Potential Loyal
C18119,24,16,407.4,4,3,2,9,Potential Loyal
C18120,11,26,369.26,2,5,1,8,Potential Loyal
C18122,27,24,441.47,4,5,2,11,Loyal
C18124,30,7,422.99,5,1,2,8,Potential Loyal
C18127,14,22,1005.7,2,4,5,11,Loyal
C18128,34,19,470.99,5,4,2,11,Loyal
C18130,26,5,490.37,4,1,3,8,Potential Loyal
C18131,33,11,336.61,5,2,1,8,Potential Loyal
C18132,26,14,605.77,4,2,3,9,Potential Loyal
C18133,22,24,856.92,3,5,4,12,Loyal
C18135,34,21,432.61,5,4,2,11,Loyal
C18137,2,30,862.38,1,5,4,10,Loyal
C18142,9,5,404.55,2,1,2,5,At Risk
C18143,21,19,1333.05,3,4,5,12,Loyal
C18144,18,20,358.07,3,4,1,8,Potential Loyal
C18147,13,3,474.11,2,1,2,5,At Risk
C18149,5,14,403.9,1,2,2,5,At Risk
C18150,27,25,1212.73,4,5,5,14,High Value
C18151,36,1,633.11,5,1,3,9,Potential Loyal
C18152,8,16,323.61,2,3,1,6,At Risk
C18153,28,13,446.78,4,2,2,8,Potential Loyal
C18155,19,22,796.06,3,4,4,11,Loyal
C18156,1,8,773.21,1,1,4,6,At Risk
C18157,14,0,354.65,2,1,1,4,Low Engagement
C18158,2,1,1234.33,1,1,5,7,Potential Loyal
C18160,32,11,340.03,5,2,1,8,Potential Loyal
C18162,9,8,602.64,2,1,3,6,At Risk
C18164,1,22,437.23,1,4,2,7,Potential Loyal
C18165,1,13,1079.1,1,2,5,8,Potential Loyal
C18166,29,19,832.85,4,4,4,12,Loyal
C18167,10,22,876.84,2,4,4,10,Loyal
C18169,5,13,454.59,1,2,2,5,At Risk
C18170,2,13,320.72,1,2,1,4,Low Engagement
C18173,23,10,389.76,4,2,2,8,Potential Loyal
C18174,6,22,469.55,1,4,2,7,Potential Loyal
C18175,3,14,1228.48,1,2,5,8,Potential Loyal
C18176,11,23,388.71,2,5,2,9,Potential Loyal
C18177,31,4,744.03,5,1,4,10,Loyal
C18178,29,20,344.16,4,4,1,9,Potential Loyal
C18179,12,12,463.21,2,2,2,6,At Risk
C18181,35,17,309.36,5,3,1,9,Potential Loyal
C18183,13,9,340.33,2,1,1,4,Low Engagement
C18185,17,9,498.65,3,1,3,7,Potential Loyal
C18186,16,22,638.26,3,4,3,10,Loyal
C18187,35,17,318.76,5,3,1,9,Potential Loyal
C18188,24,17,823.13,4,3,4,11,Loyal
C18189,10,18,436.53,2,3,2,7,Potential Loyal
C18190,34,23,435.57,5,5,2,12,Loyal
C18191,2,28,1488.16,1,5,5,11,Loyal
C18192,27,16,824.26,4,3,4,11,Loyal
C18193,12,20,679.86,2,4,3,9,Potential Loyal
C18196,16,3,805.55,3,1,4,8,Potential Loyal
C18197,14,30,1362.46,2,5,5,12,Loyal
C18200,36,18,376.7,5,3,1,9,Potential Loyal
C18201,8,14,383.69,2,2,1,5,At Risk
C18202,30,31,444.76,5,5,2,12,Loyal
C18204,34,14,391.49,5,2,2,9,Potential Loyal
C18205,21,22,326.77,3,4,1,8,Potential Loyal
C18206,31,13,692.45,5,2,3,10,Loyal
C18207,23,7,422.15,4,1,2,7,Potential Loyal
C18208,22,28,387.42,3,5,1,9,Potential Loyal
C18209,6,2,727.0,1,1,3,5,At Risk
C18213,21,17,418.84,3,3,2,8,Potential Loyal
C18214,16,17,1428.33,3,3,5,11,Loyal
C18216,18,17,405.44,3,3,2,8,Potential Loyal
C18217,35,9,632.53,5,1,3,9,Potential Loyal
C18218,19,12,383.99,3,2,1,6,At Risk
C18219,14,6,416.88,2,1,2,5,At Risk
C18221,31,12,302.32,5,2,1,8,Potential Loyal
C18222,18,24,355.48,3,5,1,9,Potential Loyal
C18224,0,10,1452.47,1,2,5,8,Potential Loyal
C18225,26,11,842.27,4,2,4,10,Loyal
C18226,21,16,473.03,3,3,2,8,Potential Loyal
C18228,26,14,676.34,4,2,3,9,Potential Loyal
C18230,34,21,739.12,5,4,4,13,High Value
C18232,19,4,1407.07,3,1,5,9,Potential Loyal
C18233,6,13,1389.58,1,2,5,8,Potential Loyal
C18234,12,6,699.14,2,1,3,6,At Risk
C18235,19,28,1044.44,3,5,5,13,High Value
C18236,36,2,629.41,5,1,3,9,Potential Loyal
C18237,25,20,458.59,4,4,2,10,Loyal
C18238,9,17,1475.15,2,3,5,10,Loyal
C18239,9,4,308.86,2,1,1,4,Low Engagement
C18240,11,10,683.44,2,2,3,7,Potential Loyal
C18241,4,16,1351.03,1,3,5,9,Potential Loyal
C18242,16,12,791.24,3,2,4,9,Potential Loyal
C18243,25,25,710.8,4,5,3,12,Loyal
C18244,24,11,607.26,4,2,3,9,Potential Loyal
C18245,6,23,1461.6,1,5,5,11,Loyal
C18246,1,20,347.92,1,4,1,6,At Risk
C18247,26,20,412.0,4,4,2,10,Loyal
C18248,35,3,372.93,5,1,1,7,Potential Loyal
C18249,31,13,825.72,5,2,4,11,Loyal
C18250,14,20,329.92,2,4,1,7,Potential Loyal
C18251,35,16,331.27,5,3,1,9,Potential Loyal
C18252,33,18,837.28,5,3,4,12,Loyal
C18254,0,15,342.97,1,3,1,5,At Risk
C18256,5,14,669.9,1,2,3,6,At Risk
C18259,28,8,320.45,4,1,1,6,At Risk
C18260,8,21,1167.61,2,4,5,11,Loyal
C18262,5,8,658.31,1,1,3,5,At Risk
C18264,12,15,797.0,2,3,4,9,Potential Loyal
C18265,22,19,411.47,3,4,2,9,Potential Loyal
C18269,22,13,1142.0,3,2,5,10,Loyal
C18270,16,17,460.85,3,3,2,8,Potential Loyal
C18271,19,20,315.7,3,4,1,8,Potential Loyal
C18272,33,21,419.26,5,4,2,11,Loyal
C18273,36,23,1380.74,5,5,5,15,High Value
C18274,19,10,653.81,3,2,3,8,Potential Loyal
C18275,29,15,491.01,4,3,3,10,Loyal
C18276,5,4,656.94,1,1,3,5,At Risk
C18277,28,1,634.09,4,1,3,8,Potential Loyal
C18278,17,17,779.02,3,3,4,10,Loyal
C18280,18,15,658.22,3,3,3,9,Potential Loyal
C18281,15,25,1234.28,2,5,5,12,Loyal
C18282,10,16,432.18,2,3,2,7,Potential Loyal
C18283,17,20,328.72,3,4,1,8,Potential Loyal
C18285,32,0,317.64,5,1,1,7,Potential Loyal
C18287,30,7,1169.53,5,1,5,11,Loyal
C18288,23,26,830.36,4,5,4,13,High Value
C18289,7,15,468.2,1,3,2,6,At Risk
C18290,15,15,688.5,2,3,3,8,Potential Loyal
C18292,10,23,809.78,2,5,4,11,Loyal
C18293,35,14,635.21,5,2,3,10,Loyal
C18294,34,11,765.56,5,2,4,11,Loyal
C18295,29,9,374.75,4,1,1,6,At Risk
C18296,17,14,302.49,3,2,1,6,At Risk
C18297,1,28,332.5,1,5,1,7,Potential Loyal
C18298,35,8,610.61,5,1,3,9,Potential Loyal
C18299,35,14,304.11,5,2,1,8,Potential Loyal
C18300,11,27,1465.66,2,5,5,12,Loyal
C18304,31,16,339.82,5,3,1,9,Potential Loyal
C18305,11,17,300.18,2,3,1,6,At Risk
C18306,3,6,410.31,1,1,2,4,Low Engagement
C18308,34,2,1437.44,5,1,5,11,Loyal
C18310,27,13,820.52,4,2,4,10,Loyal
C18311,6,19,863.43,1,4,4,9,Potential Loyal
C18312,30,11,420.68,5,2,2,9,Potential Loyal
C18313,23,19,1150.48,4,4,5,13,High Value
C18314,16,9,382.31,3,1,1,5,At Risk
C18315,10,25,750.93,2,5,4,11,Loyal
C18317,16,14,703.81,3,2,3,8,Potential Loyal
C18319,31,20,392.61,5,4,2,11,Loyal
C18320,9,14,1106.47,2,2,5,9,Potential Loyal
C18321,28,12,388.69,4,2,2,8,Potential Loyal
C18322,14,14,718.4,2,2,3,7,Potential Loyal
C18323,36,7,760.38,5,1,4,10,Loyal
C18324,29,3,456.64,4,1,2,7,Potential Loyal
C18325,8,26,336.68,2,5,1,8,Potential Loyal
C18327,14,13,366.27,2,2,1,5,At Risk
C18328,8,15,363.34,2,3,1,6,At Risk
C18330,28,25,496.71,4,5,3,12,Loyal
C18331,15,28,448.56,2,5,2,9,Potential Loyal
C18332,35,14,772.38,5,2,4,11,Loyal
C18333,23,2,355.63,4,1,1,6,At Risk
C18336,25,28,1131.96,4,5,5,14,High Value
C18337,11,31,1316.66,2,5,5,12,Loyal
C18340,16,17,458.93,3,3,2,8,Potential Loyal
C18342,28,13,638.85,4,2,3,9,Potential Loyal
C18343,7,28,825.92,1,5,4,10,Loyal
C18344,12,19,1278.02,2,4,5,11,Loyal
C18345,14,2,437.59,2,1,2,5,At Risk
C18346,26,23,355.33,4,5,1,10,Loyal
C18347,7,10,1125.77,1,2,5,8,Potential Loyal
C18348,26,9,1430.89,4,1,5,10,Loyal
C18350,19,27,690.68,3,5,3,11,Loyal
C18351,22,10,705.76,3,2,3,8,Potential Loyal
C18352,3,9,447.37,1,1,2,4,Low Engagement
C18353,10,18,451.3,2,3,2,7,Potential Loyal
C18354,1,28,791.68,1,5,4,10,Loyal
C18355,1,8,759.37,1,1,4,6,At Risk
C18357,15,9,386.44,2,1,1,4,Low Engagement
C18358,5,19,465.49,1,4,2,7,Potential Loyal
C18359,5,29,403.6,1,5,2,8,Potential Loyal
C18360,25,21,1479.6,4,4,5,13,High Value
C18361,8,20,1438.24,2,4,5,11,Loyal
C18362,27,11,498.72,4,2,3,9,Potential Loyal
C18363,23,14,325.39,4,2,1,7,Potential Loyal
C18364,2,25,1449.41,1,5,5,11,Loyal
C18365,4,26,1144.03,1,5,5,11,Loyal
C18366,26,26,339.01,4,5,1,10,Loyal
C18367,28,24,1087.16,4,5,5,14,High Value
C18368,5,15,704.42,1,3,3,7,Potential Loyal
C18369,3,10,1162.12,1,2,5,8,Potential Loyal
C18371,32,22,873.69,5,4,4,13,High Value
C18372,12,22,1079.03,2,4,5,11,Loyal
C18373,4,11,437.04,1,2,2,5,At Risk
C18375,1,20,387.42,1,4,1,6,At Risk
C18376,2,3,796.36,1,1,4,6,At Risk
C18377,4,20,1423.1,1,4,5,10,Loyal
C18379,23,9,495.11,4,1,3,8,Potential Loyal
C18380,35,4,351.57,5,1,1,7,Potential Loyal
C18382,8,25,396.72,2,5,2,9,Potential Loyal
C18384,29,11,756.49,4,2,4,10,Loyal
C18386,24,26,352.81,4,5,1,10,Loyal
C18387,21,21,413.32,3,4,2,9,Potential Loyal
C18391,19,21,1496.99,3,4,5,12,Loyal
C18392,19,15,1242.81,3,3,5,11,Loyal
C18393,33,16,368.05,5,3,1,9,Potential Loyal
C18395,29,6,399.17,4,1,2,7,Potential Loyal
C18396,1,23,364.07,1,5,1,7,Potential Loyal
C18399,21,17,433.24,3,3,2,8,Potential Loyal
C18402,16,1,1278.72,3,1,5,9,Potential Loyal
C18404,14,0,307.09,2,1,1,4,Low Engagement
C18406,0,16,361.73,1,3,1,5,At Risk
C18407,20,6,382.49,3,1,1,5,At Risk
C18408,14,0,413.85,2,1,2,5,At Risk
C18409,18,24,1275.55,3,5,5,13,High Value
C18412,33,18,651.81,5,3,3,11,Loyal
C18415,36,23,371.26,5,5,1,11,Loyal
C18416,33,10,1242.43,5,2,5,12,Loyal
C18417,5,15,661.9,1,3,3,7,Potential Loyal
C18418,17,23,332.22,3,5,1,9,Potential Loyal
C18420,0,7,710.0,1,1,3,5,At Risk
C18421,12,27,456.01,2,5,2,9,Potential Loyal
C18423,20,12,1313.09,3,2,5,10,Loyal
C18424,1,7,873.47,1,1,4,6,At Risk
C18425,19,12,373.72,3,2,1,6,At Risk
C18426,29,20,1402.61,4,4,5,13,High Value
C18427,8,7,393.64,2,1,2,5,At Risk
C18429,19,3,497.3,3,1,3,7,Potential Loyal
C18430,12,17,652.49,2,3,3,8,Potential Loyal
C18431,23,13,695.59,4,2,3,9,Potential Loyal
C18432,20,10,771.39,3,2,4,9,Potential Loyal
C18433,7,19,391.06,1,4,2,7,Potential Loyal
C18434,6,27,1117.92,1,5,5,11,Loyal
C18436,2,20,390.88,1,4,2,7,Potential Loyal
C18437,10,0,604.58,2,1,3,6,At Risk
C18438,28,23,362.53,4,5,1,10,Loyal
C18439,12,13,700.96,2,2,3,7,Potential Loyal
C18440,31,28,336.67,5,5,1,11,Loyal
C18441,17,17,1220.75,3,3,5,11,Loyal
C18442,12,23,1442.92,2,5,5,12,Loyal
C18443,19,18,654.4,3,3,3,9,Potential Loyal
C18444,26,14,673.93,4,2,3,9,Potential Loyal
C18446,30,23,396.3,5,5,2,12,Loyal
C18447,34,27,811.1,5,5,4,14,High Value
C18448,21,14,726.93,3,2,3,8,Potential Loyal
C18450,26,9,600.23,4,1,3,8,Potential Loyal
C18451,4,20,768.38,1,4,4,9,Potential Loyal
C18452,32,3,757.71,5,1,4,10,Loyal
C18455,28,14,1466.03,4,2,5,11,Loyal
C18456,29,15,381.55,4,3,1,8,Potential Loyal
C18459,17,18,479.76,3,3,3,9,Potential Loyal
C18462,24,22,687.67,4,4,3,11,Loyal
C18463,15,6,842.26,2,1,4,7,Potential Loyal
C18465,34,22,482.7,5,4,3,12,Loyal
C18467,32,21,317.33,5,4,1,10,Loyal
C18469,32,8,883.2,5,1,4,10,Loyal
C18471,24,5,1307.57,4,1,5,10,Loyal
C18474,14,23,1456.9,2,5,5,12,Loyal
C18475,7,20,692.79,1,4,3,8,Potential Loyal
C18476,15,8,1123.76,2,1,5,8,Potential Loyal
C18477,28,26,398.76,4,5,2,11,Loyal
C18478,4,23,1109.6,1,5,5,11,Loyal
C18479,29,18,1012.23,4,3,5,12,Loyal
C18480,15,20,601.89,2,4,3,9,Potential Loyal
C18482,7,18,773.3,1,3,4,8,Potential Loyal
C18485,32,12,466.65,5,2,2,9,Potential Loyal
C18486,7,14,863.41,1,2,4,7,Potential Loyal
C18489,12,9,448.35,2,1,2,5,At Risk
C18490,35,13,400.07,5,2,2,9,Potential Loyal
C18491,12,8,478.99,2,1,3,6,At Risk
C18494,26,4,330.26,4,1,1,6,At Risk
C18496,20,17,1482.15,3,3,5,11,Loyal
C18498,6,14,312.46,1,2,1,4,Low Engagement
C18499,35,12,301.24,5,2,1,8,Potential Loyal
C18501,3,20,882.09,1,4,4,9,Potential Loyal
C18502,7,11,748.6,1,2,4,7,Potential Loyal
C18503,26,8,700.43,4,1,3,8,Potential Loyal
