customer_id,monthly_usage_hours,login_frequency,support_tickets,complaints
C17444,19.8,4,4,3
C17445,49.1,21,2,1
C17446,30.7,16,4,4
C17447,43.8,13,3,1
C17448,37.3,11,4,2
C17449,70.6,28,1,0
C17450,29.8,15,4,2
C17451,49.2,16,2,2
C17452,31.7,13,3,3
C17453,58.9,23,2,0
C17454,7.5,7,4,4
C17455,63.9,20,2,0
C17456,17.3,0,5,3
C17457,41.5,17,3,3
C17458,34.9,14,3,2
C17459,22.9,8,4,3
C17460,37.1,13,3,3
C17461,39.7,18,4,3
C17462,22.0,13,4,2
C17463,11.0,1,5,5
C17464,76.5,31,0,0
C17465,43.4,16,4,2
C17466,33.6,14,3,3
C17467,58.2,22,3,3
C17468,31.2,12,3,2
C17469,24.9,15,3,3
C17470,50.0,18,3,3
C17471,47.8,19,2,1
C17472,58.2,25,1,0
C17473,35.1,17,3,2
C17474,21.4,10,4,3
C17475,15.2,8,4,2
C17476,24.4,9,4,3
C17477,73.9,23,1,1
C17478,59.7,19,1,0
C17479,53.8,24,2,0
C17480,22.1,2,4,2
C17481,44.3,18,3,1
C17482,34.1,13,3,3
C17483,26.9,16,3,1
C17484,36.1,15,6,5
C17485,38.7,13,3,3
C17486,40.5,14,5,5
C17487,54.1,21,1,0
C17488,58.3,23,2,1
C17489,14.1,6,4,2
C17490,46.8,15,2,0
C17491,72.2,24,3,2
C17492,57.7,23,1,0
C17493,15.1,11,6,5
C17494,64.1,25,1,0
C17495,56.0,24,2,1
C17496,47.0,20,2,1
C17497,79.2,28,0,0
C17498,22.3,11,6,6
C17499,25.3,7,3,1
C17500,62.6,20,1,0
C17501,73.3,22,2,0
C17502,59.8,19,2,1
C17503,47.5,15,2,0
C17504,20.7,3,4,4
C17505,56.3,24,3,3
C17506,68.4,29,1,0
C17507,56.9,26,2,0
C17508,41.9,18,3,2
C17509,43.9,17,3,3
C17510,52.9,14,3,1
C17511,17.6,13,5,5
C17512,34.3,12,5,3
C17513,65.1,30,2,2
C17514,48.2,20,2,0
C17515,49.1,15,2,1
C17516,54.7,22,2,2
C17517,33.0,13,3,2
C17518,42.9,16,2,2
C17519,7.4,5,4,3
C17520,20.2,4,5,3
C17521,30.9,15,4,3
C17522,39.5,13,3,3
C17523,35.3,12,4,2
C17524,0.0,7,5,4
C17525,37.7,12,5,5
C17526,63.1,24,2,2
C17527,30.6,16,3,3
C17528,24.6,10,5,3
C17529,44.1,11,2,1
C17530,26.2,9,5,4
C17531,77.2,29,0,0
C17532,33.8,11,3,2
C17533,20.0,9,3,1
C17534,55.4,20,2,2
C17535,62.1,25,3,2
C17536,56.3,17,2,0
C17537,35.3,10,3,1
C17538,26.6,13,3,1
C17539,45.5,16,2,0
C17540,64.7,22,1,0
C17541,20.7,5,4,2
C17542,41.1,12,2,1
C17543,53.1,23,2,2
C17544,39.2,14,3,2
C17545,8.7,3,6,4
C17546,25.4,8,4,4
C17547,39.9,16,2,2
C17548,43.4,18,2,0
C17549,71.5,24,1,0
C17550,70.8,19,1,0
C17551,76.4,31,2,0
C17552,21.3,9,4,4
C17553,79.0,27,3,1
C17554,54.2,15,2,0
C17555,65.3,26,0,0
C17556,17.3,11,3,2
C17557,58.7,22,2,2
C17558,30.6,14,4,3
C17559,58.9,20,3,1
C17560,6.6,1,5,4
C17561,25.7,11,3,2
C17562,2.6,2,5,5
C17563,16.8,5,5,5
C17564,29.2,12,3,1
C17565,68.5,27,1,0
C17566,7.0,9,5,5
C17567,62.3,24,2,0
C17568,62.9,21,1,0
C17569,17.2,3,4,4
C17570,35.9,11,4,4
C17571,60.5,25,1,0
C17572,66.0,28,2,1
C17573,49.7,20,2,2
C17574,72.8,32,0,0
C17575,35.9,19,3,1
C17576,65.9,21,2,0
C17577,53.4,16,2,0
C17578,38.5,14,4,2
C17579,41.6,18,3,2
C17580,39.0,22,2,2
C17581,37.0,9,4,4
C17582,39.6,19,2,0
C17583,68.6,30,1,1
C17584,21.0,13,5,3
C17585,24.3,5,4,3
C17586,40.8,9,3,2
C17587,75.3,27,1,0
C17588,41.0,13,3,2
C17589,1.5,1,6,5
C17590,41.9,14,2,2
C17591,25.8,11,6,4
C17592,53.2,23,2,0
C17593,45.5,18,2,0
C17594,68.1,19,1,0
C17595,21.5,8,3,1
C17596,28.8,14,3,1
C17597,59.1,26,1,0
C17598,61.1,24,1,0
C17599,47.0,21,2,2
C17600,19.3,9,4,3
C17601,60.6,22,3,2
C17602,14.8,1,6,5
C17603,79.1,32,0,0
C17604,79.8,28,0,0
C17605,51.0,17,2,1
C17606,18.4,6,5,3
C17607,48.1,16,3,2
C17608,72.7,31,1,0
C17609,29.7,9,3,3
C17610,4.3,0,5,5
C17611,34.3,13,3,1
C17612,32.8,12,4,4
C17613,32.1,9,3,3
C17614,45.1,13,2,1
C17615,42.6,16,3,1
C17616,2.2,2,6,6
C17617,18.6,14,4,2
C17618,56.2,23,1,0
C17619,24.5,8,4,3
C17620,55.1,22,4,4
C17621,49.3,19,3,2
C17622,61.2,20,3,2
C17623,24.9,11,4,4
C17624,61.6,24,1,0
C17625,6.5,3,4,3
C17626,4.8,0,4,4
C17627,34.3,13,3,3
C17628,40.5,18,2,2
C17629,32.2,13,5,3
C17630,67.7,29,2,2
C17631,53.0,18,2,1
C17632,44.2,16,3,1
C17633,73.8,31,1,0
C17634,58.6,24,1,0
C17635,43.3,12,2,1
C17636,4.0,6,4,3
C17637,44.3,16,4,2
C17638,46.2,19,2,1
C17639,38.3,14,2,0
C17640,45.7,17,2,2
C17641,44.9,11,3,2
C17642,55.6,24,2,0
C17643,45.8,18,3,2
C17644,33.5,8,3,3
C17645,0.0,5,5,3
C17646,36.6,12,4,4
C17647,54.9,21,2,1
C17648,56.6,21,2,1
C17649,3.4,8,5,5
C17650,57.3,21,2,0
C17651,60.3,25,1,0
C17652,73.6,29,0,0
C17653,31.8,10,4,4
C17654,44.5,17,3,3
C17655,35.4,10,4,3
C17656,54.9,22,2,0
C17657,40.9,19,5,4
C17658,28.5,10,3,3
C17659,66.2,29,0,0
C17660,19.9,6,4,4
C17661,49.5,23,2,2
C17662,47.0,23,2,1
C17663,40.7,17,4,2
C17664,42.7,16,3,1
C17665,28.7,4,5,5
C17666,8.3,0,4,3
C17667,40.4,17,3,2
C17668,46.5,11,3,3
C17669,45.4,19,3,3
C17670,26.7,12,4,2
C17671,19.3,6,4,2
C17672,67.9,24,1,1
C17673,28.2,7,3,3
C17674,48.8,24,2,1
C17675,10.3,3,4,3
C17676,50.4,16,2,2
C17677,49.7,21,3,1
C17678,45.7,19,2,0
C17679,48.8,17,2,2
C17680,41.2,15,4,4
C17681,51.1,18,2,2
C17682,37.9,17,3,1
C17683,33.0,19,3,1
C17684,42.8,13,3,2
C17685,57.0,20,3,2
C17686,65.8,29,2,1
C17687,45.5,16,2,0
C17688,40.9,18,3,2
C17689,39.3,15,2,1
C17690,50.9,20,2,2
C17691,19.3,10,4,3
C17692,38.1,12,4,3
C17693,6.6,7,6,5
C17694,44.4,14,3,2
C17695,29.4,9,3,2
C17696,59.6,18,4,4
C17697,42.8,15,2,0
C17698,16.6,6,4,4
C17699,43.9,15,2,1
C17700,45.3,13,2,1
C17701,43.1,13,2,1
C17702,44.0,9,3,1
C17703,29.9,11,5,5
C17704,47.9,15,2,0
C17705,64.2,23,1,0
C17706,78.6,25,0,0
C17707,28.1,8,4,3
C17708,34.3,15,4,2
C17709,41.1,14,2,0
C17710,45.3,12,4,3
C17711,45.8,23,2,2
C17712,24.2,10,7,7
C17713,34.6,13,2,1
C17714,13.0,0,4,2
C17715,39.4,17,3,3
C17716,27.4,9,3,3
C17717,67.0,26,2,1
C17718,69.3,30,3,1
C17719,63.2,17,1,0
C17720,26.2,5,4,4
C17721,81.3,28,1,0
C17722,19.5,14,4,3
C17723,23.4,8,4,3
C17724,28.4,14,3,1
C17725,22.9,6,4,2
C17726,41.7,12,4,4
C17727,43.4,13,3,2
C17728,40.7,16,3,1
C17729,40.9,15,4,2
C17730,21.0,6,3,1
C17731,50.9,18,2,2
C17732,26.5,15,3,3
C17733,58.9,17,3,1
C17734,66.6,22,4,2
C17735,21.2,11,4,4
C17736,67.1,21,1,0
C17737,34.2,10,3,3
C17738,63.2,19,1,1
C17739,47.0,20,2,2
C17740,47.3,23,2,1
C17741,39.0,17,3,1
C17742,46.3,13,2,2
C17743,50.5,26,2,1
C17744,34.3,16,3,2
C17745,50.7,19,4,4
C17746,53.5,20,2,1
C17747,59.9,22,2,2
C17748,48.7,20,2,2
C17749,40.9,13,3,2
C17750,64.8,23,1,0
C17751,53.3,16,3,1
C17752,16.6,13,5,4
C17753,56.4,19,2,1
C17754,53.3,19,3,1
C17755,33.7,21,3,1
C17756,16.4,6,4,4
C17757,39.9,17,3,3
C17758,26.2,13,3,1
C17759,33.0,14,2,2
C17760,39.8,12,3,2
C17761,29.4,8,3,3
C17762,24.2,9,3,3
C17763,8.0,4,4,2
C17764,63.5,19,1,0
C17765,72.1,30,1,1
C17766,71.8,26,0,0
C17767,62.9,27,4,4
C17768,53.4,14,3,2
C17769,32.0,14,3,1
C17770,24.4,4,4,4
C17771,68.0,22,2,0
C17772,36.6,12,3,3
C17773,59.5,23,2,2
C17774,43.8,18,2,0
C17775,59.1,19,3,1
C17776,33.2,18,3,3
C17777,73.2,24,2,1
C17778,41.7,14,5,4
C17779,22.6,7,4,4
C17780,48.4,17,3,1
C17781,41.9,17,2,0
C17782,56.7,25,3,2
C17783,36.2,16,3,1
C17784,25.9,12,4,2
C17785,14.8,6,5,4
C17786,49.8,13,2,2
C17787,46.8,14,2,2
C17788,50.3,23,3,2
C17789,52.0,16,2,0
C17790,71.7,30,1,0
C17791,51.5,19,1,1
C17792,6.4,6,4,4
C17793,16.1,1,5,4
C17794,36.2,14,2,2
C17795,69.5,24,1,0
C17796,17.9,10,4,3
C17797,77.3,27,1,0
C17798,34.0,8,3,1
C17799,22.0,10,5,3
C17800,63.6,29,1,1
C17801,18.1,5,4,2
C17802,6.5,3,5,5
C17803,41.9,14,3,1
C17804,50.8,19,2,1
C17805,50.8,16,4,2
C17806,60.3,27,1,0
C17807,42.2,19,2,2
C17808,49.3,16,2,1
C17809,42.2,25,4,3
C17810,37.1,9,3,2
C17811,39.4,16,3,1
C17812,14.8,4,4,3
C17813,13.5,9,4,3
C17814,67.8,27,1,1
C17815,22.9,12,5,5
C17816,43.7,21,2,2
C17817,44.4,14,2,0
C17818,42.7,14,3,2
C17819,11.0,11,6,6
C17820,76.1,20,1,1
C17821,44.1,14,2,1
C17822,14.2,11,5,4
C17823,25.9,8,4,4
C17824,9.2,10,5,4
C17825,68.0,26,1,1
C17826,56.7,21,1,0
C17827,63.3,23,1,0
C17828,64.9,23,1,1
C17829,52.9,22,3,3
C17830,51.7,18,2,1
C17831,37.7,10,3,1
C17832,67.9,25,1,1
C17833,17.5,13,5,5
C17834,14.1,4,5,3
C17835,41.1,20,2,2
C17836,57.8,19,2,0
C17837,44.2,16,2,0
C17838,71.2,28,1,1
C17839,39.6,13,3,1
C17840,36.0,13,5,3
C17841,16.0,5,4,4
C17842,24.9,11,4,4
C17843,27.9,20,3,3
C17844,39.1,11,4,3
C17845,57.5,26,2,0
C17846,39.8,20,4,3
C17847,28.6,10,3,1
C17848,28.3,12,4,3
C17849,11.4,1,4,3
C17850,18.8,1,4,2
C17851,50.0,20,4,3
C17852,48.0,20,2,0
C17853,45.3,22,2,0
C17854,51.1,17,2,2
C17855,62.4,22,1,1
C17856,57.0,21,2,1
C17857,71.2,27,1,1
C17858,50.4,20,2,0
C17859,21.8,17,3,3
C17860,85.9,34,2,1
C17861,30.9,13,5,4
C17862,76.1,30,1,1
C17863,66.5,27,1,1
C17864,60.2,19,3,3
C17865,44.3,10,2,1
C17866,60.6,27,3,2
C17867,56.7,19,2,1
C17868,53.8,20,2,2
C17869,57.9,24,1,0
C17870,47.1,16,3,2
C17871,0.0,6,5,4
C17872,19.5,1,5,5
C17873,53.8,22,1,0
C17874,38.6,9,3,3
C17875,33.3,16,4,2
C17876,21.0,5,4,4
C17877,59.8,18,3,1
C17878,31.3,11,4,3
C17879,70.5,28,1,0
C17880,31.2,15,3,1
C17881,34.5,12,5,4
C17882,32.2,13,3,2
C17883,63.6,23,1,1
C17884,34.2,15,3,2
C17885,47.2,23,1,0
C17886,59.1,19,1,0
C17887,39.1,20,2,2
C17888,40.1,19,3,3
C17889,21.0,4,5,3
C17890,68.5,26,1,0
C17891,77.3,23,0,0
C17892,40.8,13,4,4
C17893,28.9,12,4,4
C17894,62.6,20,2,2
C17895,76.1,27,0,0
C17896,9.8,8,5,5
C17897,22.8,11,3,2
C17898,38.9,20,2,0
C17899,57.8,28,2,2
C17900,9.5,10,5,3
C17901,69.2,30,1,1
C17902,47.7,14,2,0
C17903,35.1,14,4,4
C17904,52.7,18,2,1
C17905,22.8,5,3,2
C17906,40.8,20,2,1
C17907,19.8,6,5,5
C17908,8.0,6,6,6
C17909,58.0,16,1,1
C17910,23.1,7,4,2
C17911,3.7,5,6,5
C17912,41.1,15,2,2
C17913,30.7,10,4,3
C17914,69.0,27,2,1
C17915,53.7,22,1,1
C17916,31.5,7,4,4
C17917,40.1,17,2,2
C17918,61.6,17,5,5
C17919,1.1,5,5,5
C17920,55.9,22,2,2
C17921,43.7,20,2,2
C17922,50.1,18,2,2
C17923,30.1,15,4,3
C17924,35.8,11,4,2
C17925,37.1,17,3,3
C17926,17.7,5,4,4
C17927,66.7,27,2,0
C17928,33.4,12,3,1
C17929,31.8,12,3,1
C17930,29.9,0,4,4
C17931,41.3,14,2,1
C17932,77.9,27,1,0
C17933,48.4,19,2,0
C17934,28.4,10,4,4
C17935,16.7,7,5,5
C17936,29.7,10,3,1
C17937,49.4,20,1,1
C17938,39.1,15,3,1
C17939,43.1,16,2,2
C17940,35.7,13,3,2
C17941,58.1,24,1,1
C17942,9.3,8,4,4
C17943,35.7,18,2,2
C17944,21.9,9,5,5
C17945,18.5,8,4,4
C17946,37.7,14,4,4
C17947,15.0,9,4,2
C17948,25.3,11,3,1
C17949,9.9,3,6,6
C17950,25.1,8,5,3
C17951,27.7,12,3,1
C17952,41.7,19,4,4
C17953,31.1,11,3,2
C17954,16.5,6,4,2
C17955,36.4,12,4,2
C17956,72.7,29,1,0
C17957,33.5,9,3,3
C17958,26.7,10,4,3
C17959,70.5,28,0,0
C17960,66.0,20,2,2
C17961,17.1,11,4,2
C17962,53.9,23,3,3
C17963,27.2,7,5,4
C17964,32.4,12,5,5
C17965,52.8,16,2,0
C17966,50.5,18,6,6
C17967,18.9,9,6,6
C17968,57.3,26,1,1
C17969,55.3,19,1,1
C17970,56.0,30,2,2
C17971,16.1,3,5,5
C17972,38.2,7,2,1
C17973,64.9,26,1,0
C17974,42.1,20,3,3
C17975,39.5,15,4,2
C17976,49.8,13,2,2
C17977,36.9,17,3,2
C17978,17.5,6,4,2
C17979,50.2,18,3,3
C17980,65.0,23,3,1
C17981,33.4,16,3,1
C17982,52.6,20,2,1
C17983,51.4,20,1,0
C17984,58.5,20,2,0
C17985,61.8,25,4,4
C17986,34.4,9,4,3
C17987,40.4,18,3,2
C17988,38.2,19,2,2
C17989,34.0,16,4,3
C17990,55.6,22,4,2
C17991,10.7,3,5,5
C17992,26.5,9,4,3
C17993,73.8,27,0,0
C17994,53.1,22,2,2
C17995,31.0,8,3,3
C17996,16.9,9,6,4
C17997,13.0,7,4,4
C17998,32.1,1,3,2
C17999,56.0,22,4,3
C18000,38.4,13,5,5
C18001,31.8,12,3,2
C18002,52.4,15,3,3
C18003,30.5,11,4,3
C18004,12.7,10,5,3
C18005,55.2,18,4,4
C18006,56.2,18,3,1
C18007,42.4,14,2,2
C18008,36.9,12,3,2
C18009,6.2,2,6,5
C18010,46.0,16,2,2
C18011,57.6,20,4,2
C18012,55.6,21,3,3
C18013,30.4,14,5,5
C18014,57.5,24,2,0
C18015,15.2,2,5,3
C18016,29.1,7,4,4
C18017,68.9,22,1,1
C18018,61.0,23,1,1
C18019,36.8,18,2,0
C18020,39.1,18,3,3
C18021,4.2,3,7,5
C18022,66.6,22,1,0
C18023,49.1,18,3,3
C18024,39.8,17,3,1
C18025,1.5,0,4,2
C18026,0.0,3,6,6
C18027,74.8,26,2,0
C18028,51.6,20,2,1
C18029,21.5,9,4,4
C18030,29.4,10,3,2
C18031,58.0,18,4,2
C18032,67.7,23,1,0
C18033,51.0,18,3,2
C18034,11.1,0,7,6
C18035,31.8,8,3,1
C18036,30.9,12,4,4
C18037,34.6,17,3,1
C18038,26.2,9,5,4
C18039,24.5,10,3,3
C18040,28.2,11,3,3
C18041,32.9,10,4,2
C18042,49.8,23,2,2
C18043,50.9,19,2,1
C18044,74.9,27,3,2
C18045,39.2,13,3,2
C18046,4.4,1,5,3
C18047,45.7,22,4,4
C18048,18.4,7,5,3
C18049,73.5,32,2,2
C18050,67.9,28,1,0
C18051,15.3,5,4,2
C18052,34.3,13,4,3
C18053,39.7,14,2,1
C18054,28.7,5,5,4
C18055,24.5,4,4,4
C18056,57.2,20,3,1
C18057,66.2,19,2,2
C18058,51.6,18,3,3
C18059,62.5,24,4,2
C18060,13.4,12,4,4
C18061,31.1,11,4,4
C18062,66.0,27,1,0
C18063,27.2,10,5,5
C18064,53.5,22,3,2
C18065,45.0,21,2,0
C18066,17.7,4,4,3
C18067,47.1,21,2,2
C18068,3.6,0,4,3
C18069,79.6,26,0,0
C18070,42.9,16,2,2
C18071,4.4,3,5,3
C18072,42.1,12,2,1
C18073,32.0,4,4,3
C18074,59.4,17,2,1
C18075,15.2,3,4,2
C18076,17.4,6,4,4
C18077,75.9,24,2,1
C18078,57.4,20,3,2
C18079,42.6,19,3,1
C18080,47.7,17,2,0
C18081,68.3,22,1,1
C18082,28.4,13,4,4
C18083,60.6,24,3,2
C18084,67.9,29,1,0
C18085,34.8,13,5,5
C18086,42.3,19,3,2
C18087,16.4,2,4,3
C18088,30.7,12,3,2
C18089,21.4,15,3,1
C18090,17.8,10,4,3
C18091,58.9,23,2,1
C18092,80.1,28,1,0
C18093,23.9,7,4,3
C18094,26.6,5,4,3
C18095,36.8,9,3,1
C18096,64.8,29,1,0
C18097,30.5,8,3,3
C18098,48.3,19,3,1
C18099,23.9,9,3,1
C18100,46.1,23,4,2
C18101,35.0,15,3,2
C18102,25.6,16,4,2
C18103,49.0,16,2,2
C18104,59.3,19,1,0
C18105,12.6,4,6,4
C18106,28.3,13,3,1
C18107,18.3,15,5,3
C18108,41.7,15,2,0
C18109,51.1,22,1,0
C18110,9.9,10,6,4
C18111,50.5,18,3,1
C18112,17.1,6,6,6
C18113,29.2,7,4,2
C18114,18.5,4,4,2
C18115,11.7,4,4,2
C18116,51.4,18,2,0
C18117,48.1,18,2,2
C18118,15.1,8,6,5
C18119,41.3,16,3,2
C18120,58.5,26,1,0
C18121,38.3,16,4,3
C18122,65.5,24,2,2
C18123,60.4,24,1,1
C18124,35.3,7,4,2
C18125,49.9,10,4,2
C18126,69.0,23,1,0
C18127,44.7,22,2,0
C18128,42.4,19,3,3
C18129,24.7,15,5,3
C18130,16.8,5,4,2
C18131,23.4,11,3,1
C18132,44.4,14,2,1
C18133,62.7,24,2,0
C18134,38.9,14,4,4
C18135,59.0,21,2,1
C18136,6.3,10,6,5
C18137,74.2,30,0,0
C18138,0.0,0,6,6
C18139,36.1,17,2,0
C18140,16.2,2,4,3
C18141,48.3,16,2,0
C18142,16.5,5,6,6
C18143,62.9,19,2,0
C18144,56.2,20,2,1
C18145,11.5,10,4,4
C18146,46.1,13,4,3
C18147,17.7,3,5,4
C18148,44.5,25,3,3
C18149,38.5,14,2,2
C18150,75.2,25,2,1
C18151,14.5,1,5,3
C18152,57.1,16,1,0
C18153,29.4,13,5,5
C18154,33.3,14,3,3
C18155,46.3,22,3,2
C18156,15.9,8,3,2
C18157,1.8,0,7,7
C18158,0.0,1,5,5
C18159,52.7,21,3,2
C18160,41.7,11,2,1
C18161,55.6,21,2,0
C18162,12.5,8,4,3
C18163,59.6,24,1,1
C18164,54.7,22,1,0
C18165,24.4,13,3,2
C18166,50.6,19,2,0
C18167,48.4,22,2,0
C18168,17.1,10,4,4
C18169,43.5,13,2,1
C18170,30.5,13,3,3
C18171,76.5,29,1,0
C18172,38.5,10,3,2
C18173,23.5,10,3,1
C18174,77.4,22,3,3
C18175,19.5,14,3,1
C18176,47.2,23,3,3
C18177,9.8,4,4,2
C18178,48.1,20,2,2
C18179,27.4,12,4,2
C18180,12.8,2,6,5
C18181,39.4,17,6,6
C18182,45.1,21,2,1
C18183,38.0,9,5,5
C18184,75.0,31,0,0
C18185,31.3,9,3,1
C18186,43.0,22,2,1
C18187,48.8,17,2,0
C18188,57.9,17,2,0
C18189,53.0,18,3,3
C18190,59.9,23,1,0
C18191,60.2,28,3,1
C18192,44.6,16,2,0
C18193,68.6,20,1,0
C18194,47.6,18,2,1
C18195,38.0,10,3,2
C18196,31.0,3,5,5
C18197,68.2,30,1,0
C18198,46.1,18,4,2
C18199,33.0,10,4,2
C18200,51.2,18,2,0
C18201,45.9,14,3,3
C18202,71.7,31,3,3
C18203,41.5,17,4,2
C18204,32.6,14,4,4
C18205,58.0,22,2,0
C18206,37.1,13,4,2
C18207,26.0,7,4,4
C18208,74.5,28,1,0
C18209,11.9,2,4,4
C18210,22.8,8,5,4
C18211,30.2,15,3,3
C18212,63.5,22,1,0
C18213,43.1,17,4,4
C18214,44.2,17,3,1
C18215,38.5,7,3,3
C18216,40.7,17,3,3
C18217,31.5,9,3,2
C18218,38.8,12,2,0
C18219,13.9,6,6,5
C18220,34.0,12,4,3
C18221,37.9,12,3,1
C18222,76.0,24,1,1
C18223,35.3,8,3,3
C18224,25.3,10,6,5
C18225,35.2,11,3,2
C18226,36.8,16,3,2
C18227,28.5,13,4,3
C18228,37.7,14,2,1
C18229,54.5,23,3,2
C18230,43.5,21,2,1
C18231,16.7,6,4,2
C18232,19.8,4,4,4
C18233,32.1,13,3,3
C18234,0.1,6,5,3
C18235,66.5,28,1,0
C18236,14.3,2,4,4
C18237,56.8,20,2,2
C18238,30.7,17,3,2
C18239,0.1,4,4,3
C18240,12.0,10,5,3
C18241,34.6,16,3,2
C18242,34.6,12,4,4
C18243,52.4,25,2,1
C18244,26.9,11,4,4
C18245,70.0,23,1,0
C18246,60.3,20,3,1
C18247,30.8,20,3,3
C18248,14.4,3,4,3
C18249,26.8,13,3,2
C18250,56.9,20,3,3
C18251,24.0,16,3,2
C18252,50.9,18,3,2
C18253,56.6,22,3,1
C18254,29.1,15,3,2
C18255,46.0,18,2,1
C18256,38.5,14,4,3
C18257,24.5,0,5,5
C18258,45.0,14,2,2
C18259,15.2,8,5,5
C18260,45.4,21,2,1
C18261,23.1,14,5,5
C18262,38.5,8,3,1
C18263,27.9,12,3,3
C18264,39.8,15,2,1
C18265,48.6,19,2,1
C18266,27.0,7,5,5
C18267,23.7,7,6,4
C18268,48.9,18,3,2
C18269,57.3,13,3,2
C18270,60.9,17,2,1
C18271,47.7,20,3,2
C18272,40.3,21,3,1
C18273,55.7,23,2,2
C18274,19.5,10,5,3
C18275,31.8,15,3,3
C18276,26.1,4,3,2
C18277,23.4,1,6,6
C18278,40.2,17,3,3
C18279,56.6,22,1,0
C18280,39.2,15,3,3
C18281,63.0,25,3,1
C18282,39.8,16,5,3
C18283,62.0,20,1,1
C18284,27.1,10,3,2
C18285,15.1,0,4,4
C18286,43.2,18,2,2
C18287,34.0,7,4,3
C18288,75.8,26,0,0
C18289,49.1,15,2,0
C18290,42.2,15,2,1
C18291,51.5,24,3,2
C18292,57.0,23,1,0
C18293,50.1,14,2,1
C18294,39.9,11,3,1
C18295,18.0,9,4,4
C18296,22.7,14,5,4
C18297,72.0,28,1,0
C18298,29.5,8,4,4
C18299,30.6,14,3,3
C18300,59.2,27,2,2
C18301,9.3,4,6,4
C18302,49.3,21,2,1
C18303,33.4,10,3,2
C18304,30.3,16,3,3
C18305,47.3,17,2,0
C18306,10.5,6,4,2
C18307,25.5,7,3,2
C18308,14.5,2,4,4
C18309,69.7,29,0,0
C18310,29.1,13,3,3
C18311,40.6,19,2,0
C18312,31.8,11,3,3
C18313,44.5,19,2,0
C18314,29.0,9,4,4
C18315,49.2,25,2,0
C18316,66.1,27,3,1
C18317,24.6,14,5,3
C18318,23.2,10,4,3
C18319,43.5,20,3,3
C18320,38.1,14,2,2
C18321,21.2,12,4,3
C18322,42.9,14,3,2
C18323,14.5,7,5,5
C18324,11.1,3,4,4
C18325,51.2,26,2,2
C18326,29.3,9,3,2
C18327,22.5,13,3,2
C18328,32.4,15,3,3
C18329,19.2,7,4,2
C18330,67.7,25,1,0
C18331,79.2,28,1,0
C18332,45.7,14,5,4
C18333,13.3,2,4,2
C18334,23.1,11,6,6
C18335,41.7,18,3,3
C18336,78.6,28,0,0
C18337,73.9,31,0,0
C18338,45.5,9,4,4
C18339,50.5,14,2,1
C18340,44.2,17,3,1
C18341,28.9,16,4,2
C18342,26.3,13,6,5
C18343,72.3,28,1,1
C18344,56.8,19,2,2
C18345,11.0,2,6,6
C18346,48.7,23,3,1
C18347,32.3,10,5,5
C18348,15.3,9,6,6
C18349,3.6,2,5,4
C18350,59.3,27,1,0
C18351,50.0,10,4,4
C18352,21.1,9,4,4
C18353,55.0,18,2,2
C18354,66.9,28,1,0
C18355,31.0,8,3,2
C18356,62.6,19,1,0
C18357,29.9,9,3,1
C18358,52.1,19,3,3
C18359,68.3,29,0,0
C18360,56.7,21,4,2
C18361,51.2,20,2,2
C18362,45.5,11,3,2
C18363,48.6,14,3,3
C18364,73.5,25,1,1
C18365,74.2,26,1,1
C18366,72.2,26,1,1
C18367,55.6,24,2,2
C18368,51.8,15,3,3
C18369,41.7,10,4,3
C18370,38.2,13,3,2
C18371,41.8,22,2,1
C18372,51.2,22,3,2
C18373,26.3,11,7,6
C18374,50.5,15,2,2
C18375,57.6,20,1,0
C18376,17.8,3,6,5
C18377,48.2,20,2,0
C18378,52.6,23,1,0
C18379,8.0,9,4,3
C18380,16.4,4,4,4
C18381,49.4,20,5,5
C18382,64.1,25,1,0
C18383,52.1,22,1,1
C18384,21.2,11,4,3
C18385,7.2,0,4,2
C18386,79.1,26,3,3
C18387,63.9,21,1,1
C18388,52.0,14,2,1
C18389,62.1,24,1,1
C18390,67.9,30,1,0
C18391,62.6,21,1,0
C18392,47.0,15,2,1
C18393,36.7,16,3,1
C18394,65.4,35,1,0
C18395,11.9,6,5,3
C18396,63.8,23,1,0
C18397,29.2,7,4,3
C18398,70.7,23,1,1
C18399,64.1,17,3,3
C18400,42.3,16,3,1
C18401,52.9,17,2,2
C18402,2.1,1,6,5
C18403,43.5,22,4,4
C18404,0.0,0,5,4
C18405,49.7,23,3,3
C18406,51.1,16,2,2
C18407,14.8,6,4,4
C18408,13.1,0,6,5
C18409,63.5,24,1,0
C18410,37.8,10,3,2
C18411,70.8,24,2,1
C18412,37.5,18,2,2
C18413,46.1,20,2,2
C18414,62.2,24,1,1
C18415,58.2,23,2,1
C18416,24.9,10,4,4
C18417,46.4,15,2,1
C18418,67.5,23,1,0
C18419,51.7,23,4,4
C18420,35.8,7,3,1
C18421,75.2,27,2,1
C18422,28.4,8,4,2
C18423,35.3,12,3,3
C18424,15.3,7,5,3
C18425,40.0,12,2,2
C18426,52.7,20,2,1
C18427,29.4,7,3,3
C18428,64.0,22,1,0
C18429,12.0,3,4,2
C18430,34.9,17,4,2
C18431,34.9,13,3,3
C18432,29.9,10,3,3
C18433,39.1,19,2,1
C18434,63.9,27,2,0
C18435,28.0,10,4,3
C18436,34.0,20,3,3
C18437,10.7,0,5,5
C18438,62.3,23,1,1
C18439,34.5,13,2,0
C18440,66.4,28,3,2
