customer_id,plan,contract_type,monthly_charges,payment_method,auto_renewal
C16456,Basic,Monthly,410.79,Debit Card,False
C16457,Standard,Monthly,663.3,Debit Card,True
C16458,Basic,Monthly,406.84,Wallet,False
C16459,Basic,Monthly,399.54,UPI,False
C16460,Basic,Annual,394.14,Debit Card,True
C16461,Basic,Monthly,391.13,UPI,False
C16462,Standard,Monthly,632.25,UPI,True
C16463,Premium,Monthly,1090.45,Credit Card,False
C16464,Basic,Monthly,318.47,Net Banking,True
C16465,Premium,Monthly,1120.24,Net Banking,False
C16466,Basic,Annual,351.7,UPI,True
C16467,Standard,Monthly,672.52,UPI,False
C16468,Basic,Monthly,341.19,Credit Card,False
C16469,Premium,Annual,1366.71,Net Banking,False
C16470,Standard,Monthly,844.57,Debit Card,False
C16471,Standard,Monthly,697.13,Credit Card,False
C16472,Premium,Monthly,1151.56,Wallet,False
C16473,Standard,Annual,852.21,Net Banking,True
C16474,Premium,Annual,1310.96,UPI,True
C16475,Standard,Monthly,687.03,Credit Card,False
C16476,Premium,Annual,1355.81,Credit Card,True
C16477,Standard,Monthly,702.38,Debit Card,False
C16478,Basic,Monthly,416.31,UPI,False
C16479,Standard,Monthly,896.79,UPI,True
C16480,Basic,Monthly,359.32,UPI,True
C16481,Standard,Monthly,878.16,UPI,False
C16482,Standard,Monthly,695.2,UPI,True
C16483,Standard,Monthly,761.09,Net Banking,True
C16484,Basic,Annual,391.0,UPI,True
C16485,Basic,Annual,455.63,Wallet,True
C16486,Standard,Annual,617.33,Net Banking,True
C16487,Premium,Annual,1312.56,Credit Card,False
C16488,Basic,Monthly,451.13,Wallet,False
C16489,Basic,Monthly,393.43,Credit Card,True
C16490,Standard,Monthly,630.59,Wallet,False
C16491,Standard,Annual,672.44,UPI,True
C16492,Basic,Annual,434.93,UPI,True
C16493,Basic,Monthly,478.09,Debit Card,False
C16494,Basic,Annual,383.32,Credit Card,True
C16495,Premium,Annual,1279.21,Credit Card,True
C16496,Basic,Annual,344.68,Net Banking,False
C16497,Basic,Monthly,381.44,Debit Card,True
C16498,Basic,Annual,366.36,UPI,False
C16499,Basic,Monthly,430.11,Wallet,False
C16500,Standard,Annual,894.41,Credit Card,False
C16501,Basic,Monthly,461.66,UPI,True
C16502,Basic,Monthly,337.43,Debit Card,True
C16503,Standard,Annual,772.3,Credit Card,True
C16504,Basic,Monthly,312.28,Net Banking,True
C16505,Basic,Annual,348.38,UPI,False
C16506,Premium,Monthly,1085.11,Credit Card,True
C16507,Standard,Annual,699.66,UPI,True
C16508,Premium,Monthly,1338.41,Net Banking,False
C16509,Premium,Annual,1248.7,Credit Card,True
C16510,Standard,Monthly,878.87,Debit Card,False
C16511,Basic,Monthly,341.55,Net Banking,False
C16512,Standard,Annual,708.26,Net Banking,True
C16513,Premium,Monthly,1163.93,UPI,False
C16514,Standard,Monthly,669.79,Debit Card,True
C16515,Standard,Monthly,896.95,UPI,False
C16516,Basic,Monthly,376.45,UPI,True
C16517,Premium,Monthly,1469.25,Credit Card,False
C16518,Standard,Monthly,716.14,UPI,False
C16519,Premium,Monthly,1101.05,UPI,True
C16520,Basic,Annual,322.84,Net Banking,True
C16521,Basic,Monthly,470.11,Credit Card,True
C16522,Basic,Annual,305.42,Debit Card,False
C16523,Standard,Monthly,888.32,UPI,False
C16524,Basic,Monthly,382.64,UPI,False
C16525,Basic,Monthly,348.47,UPI,True
C16526,Premium,Monthly,1307.72,Credit Card,False
C16527,Basic,Monthly,325.58,Credit Card,False
C16528,Premium,Annual,1035.07,UPI,True
C16529,Basic,Monthly,464.56,Wallet,False
C16530,Premium,Annual,1211.34,UPI,True
C16531,Standard,Monthly,754.48,UPI,True
C16532,Premium,Monthly,1087.35,Wallet,True
C16533,Premium,Monthly,1029.71,Debit Card,False
C16534,Basic,Annual,372.56,UPI,True
C16535,Basic,Monthly,400.23,Credit Card,False
C16536,Basic,Annual,452.09,Wallet,True
C16537,Standard,Annual,749.32,UPI,True
C16538,Premium,Monthly,1390.25,Debit Card,True
C16539,Standard,Monthly,633.63,Credit Card,True
C16540,Standard,Monthly,618.19,Debit Card,False
C16541,Basic,Annual,330.77,Credit Card,False
C16542,Premium,Monthly,1385.01,Debit Card,False
C16543,Premium,Monthly,1378.67,Wallet,True
C16544,Basic,Monthly,327.27,Credit Card,True
C16545,Standard,Annual,608.3,UPI,True
C16546,Basic,Annual,436.06,Credit Card,True
C16547,Standard,Monthly,855.58,UPI,False
C16548,Standard,Monthly,825.23,UPI,False
C16549,Basic,Monthly,339.56,Credit Card,False
C16550,Basic,Monthly,415.75,Net Banking,False
C16551,Basic,Monthly,450.47,UPI,False
C16552,Standard,Monthly,675.75,Wallet,True
C16553,Standard,Annual,757.32,Credit Card,True
C16554,Basic,Monthly,361.89,Debit Card,False
C16555,Standard,Monthly,666.67,Wallet,False
C16556,Standard,Monthly,889.88,Net Banking,True
C16557,Basic,Monthly,481.52,Net Banking,True
C16558,Basic,Monthly,388.13,UPI,True
C16559,Standard,Annual,640.03,UPI,True
C16560,Premium,Monthly,1362.95,Net Banking,False
C16561,Basic,Monthly,350.14,Credit Card,False
C16562,Basic,Monthly,332.7,UPI,False
C16563,Basic,Monthly,375.31,Net Banking,False
C16564,Standard,Monthly,757.95,Credit Card,True
C16565,Basic,Monthly,318.49,Credit Card,False
C16566,Basic,Monthly,413.35,Debit Card,False
C16567,Standard,Annual,603.6,Net Banking,True
C16568,Standard,Monthly,866.56,UPI,False
C16569,Basic,Annual,483.15,UPI,True
C16570,Basic,Annual,445.61,Net Banking,True
C16571,Standard,Monthly,738.96,Debit Card,False
C16572,Basic,Monthly,349.98,Net Banking,False
C16573,Basic,Monthly,447.82,Credit Card,False
C16574,Premium,Monthly,1464.9,UPI,True
C16575,Basic,Annual,330.71,Credit Card,True
C16576,Standard,Annual,738.75,Credit Card,False
C16577,Premium,Monthly,1156.63,Credit Card,False
C16578,Basic,Monthly,370.35,Debit Card,True
C16579,Basic,Monthly,380.15,Net Banking,True
C16580,Standard,Monthly,884.54,UPI,True
C16581,Premium,Annual,1128.32,Credit Card,False
C16582,Premium,Monthly,1245.34,Wallet,False
C16583,Standard,Monthly,884.45,Credit Card,False
C16584,Basic,Monthly,394.21,Wallet,True
C16585,Standard,Monthly,858.08,Wallet,False
C16586,Basic,Monthly,310.75,UPI,True
C16587,Standard,Annual,884.91,Credit Card,True
C16588,Basic,Annual,336.51,UPI,True
C16589,Basic,Monthly,494.99,Net Banking,True
C16590,Standard,Monthly,651.67,Debit Card,False
C16591,Standard,Annual,732.31,Credit Card,True
C16592,Basic,Monthly,360.72,Net Banking,True
C16593,Basic,Monthly,385.65,UPI,False
C16594,Premium,Annual,1124.26,Credit Card,True
C16595,Standard,Annual,888.6,Wallet,True
C16596,Basic,Annual,360.14,Wallet,True
C16597,Basic,Annual,429.65,Debit Card,False
C16598,Basic,Annual,326.49,Credit Card,True
C16599,Premium,Annual,1411.19,UPI,True
C16600,Standard,Annual,761.75,Debit Card,True
C16601,Standard,Annual,892.83,Credit Card,True
C16602,Standard,Annual,726.02,Net Banking,True
C16603,Basic,Annual,338.09,Wallet,False
C16604,Premium,Monthly,1172.01,Debit Card,False
C16605,Standard,Monthly,820.09,UPI,False
C16606,Basic,Annual,430.82,Credit Card,True
C16607,Basic,Monthly,454.67,Debit Card,False
C16608,Standard,Monthly,621.04,Credit Card,False
C16609,Premium,Monthly,1289.18,Credit Card,False
C16610,Basic,Monthly,485.43,UPI,False
C16611,Premium,Annual,1052.95,Net Banking,True
C16612,Standard,Annual,627.3,Debit Card,True
C16613,Basic,Monthly,442.32,UPI,True
C16614,Basic,Annual,362.04,Credit Card,False
C16615,Basic,Annual,430.72,UPI,False
C16616,Standard,Monthly,762.62,Debit Card,True
C16617,Basic,Monthly,496.21,Credit Card,False
C16618,Basic,Monthly,476.81,Credit Card,True
C16619,Standard,Monthly,802.42,Credit Card,False
C16620,Standard,Monthly,677.5,Debit Card,False
C16621,Basic,Monthly,351.38,Credit Card,False
C16622,Basic,Monthly,475.45,Net Banking,True
C16623,Standard,Annual,774.6,Wallet,False
C16624,Standard,Monthly,835.78,Credit Card,True
C16625,Premium,Monthly,1223.93,Debit Card,False
C16626,Basic,Monthly,319.61,UPI,False
C16627,Premium,Monthly,1165.34,Wallet,False
C16628,Standard,Monthly,647.34,Credit Card,True
C16629,Standard,Monthly,833.55,UPI,False
C16630,Standard,Annual,809.15,Debit Card,False
C16631,Basic,Annual,316.68,UPI,True
C16632,Basic,Monthly,423.28,Credit Card,False
C16633,Standard,Monthly,861.24,Credit Card,True
C16634,Standard,Monthly,808.21,Credit Card,False
C16635,Standard,Monthly,752.33,Credit Card,False
C16636,Basic,Monthly,361.37,Credit Card,False
C16637,Premium,Monthly,1442.55,UPI,False
C16638,Standard,Monthly,725.84,UPI,True
C16639,Basic,Annual,470.08,UPI,True
C16640,Basic,Monthly,455.6,Credit Card,False
C16641,Standard,Annual,843.87,Credit Card,False
C16642,Standard,Annual,895.94,Net Banking,True
C16643,Standard,Monthly,823.63,Credit Card,False
C16644,Premium,Monthly,1016.02,Wallet,True
C16645,Basic,Monthly,340.09,Net Banking,True
C16646,Basic,Annual,306.04,Credit Card,True
C16647,Premium,Annual,1093.96,Net Banking,True
C16648,Premium,Monthly,1029.72,UPI,True
C16649,Standard,Annual,749.49,UPI,False
C16650,Premium,Monthly,1013.1,Net Banking,False
C16651,Basic,Monthly,393.52,Debit Card,True
C16652,Premium,Annual,1448.42,UPI,False
C16653,Basic,Annual,448.72,UPI,False
C16654,Basic,Monthly,487.79,UPI,False
C16655,Basic,Annual,344.33,UPI,True
C16656,Basic,Monthly,405.22,Credit Card,True
C16657,Basic,Monthly,362.72,Credit Card,True
C16658,Basic,Monthly,397.76,Wallet,False
C16659,Basic,Annual,410.42,Credit Card,True
C16660,Basic,Monthly,306.24,Debit Card,False
C16661,Standard,Monthly,668.98,Debit Card,False
C16662,Basic,Monthly,439.95,Credit Card,True
C16663,Basic,Monthly,453.59,Credit Card,True
C16664,Standard,Annual,769.84,Credit Card,True
C16665,Premium,Monthly,1134.41,Debit Card,False
C16666,Standard,Monthly,720.53,Net Banking,False
C16667,Basic,Annual,318.21,UPI,True
C16668,Standard,Annual,884.95,UPI,True
C16669,Basic,Monthly,472.74,Debit Card,False
C16670,Basic,Monthly,312.12,Net Banking,True
C16671,Basic,Monthly,332.3,UPI,False
C16672,Premium,Monthly,1289.55,Credit Card,False
C16673,Basic,Monthly,345.49,Debit Card,False
C16674,Basic,Monthly,485.88,Net Banking,True
C16675,Basic,Monthly,450.12,UPI,False
C16676,Premium,Annual,1135.65,Wallet,True
C16677,Standard,Monthly,600.83,Credit Card,True
C16678,Basic,Monthly,458.89,Wallet,True
C16679,Standard,Annual,726.23,Credit Card,False
C16680,Standard,Monthly,791.71,Credit Card,True
C16681,Standard,Annual,685.09,Debit Card,False
C16682,Basic,Annual,327.57,Credit Card,True
C16683,Premium,Monthly,1336.66,UPI,True
C16684,Basic,Monthly,389.06,Wallet,False
C16685,Standard,Monthly,669.55,Wallet,False
C16686,Basic,Monthly,326.53,UPI,False
C16687,Basic,Monthly,415.1,UPI,True
C16688,Basic,Annual,444.11,Wallet,False
C16689,Standard,Monthly,684.17,UPI,True
C16690,Basic,Monthly,446.03,Wallet,True
C16691,Standard,Annual,653.94,Wallet,True
C16692,Basic,Monthly,366.68,Credit Card,True
C16693,Standard,Monthly,822.46,Credit Card,False
C16694,Premium,Monthly,1329.07,Debit Card,False
C16695,Standard,Monthly,680.16,Net Banking,False
C16696,Standard,Annual,635.64,Net Banking,True
C16697,Standard,Monthly,611.74,UPI,True
C16698,Basic,Annual,466.58,Credit Card,False
C16699,Premium,Monthly,1036.57,Credit Card,True
C16700,Basic,Annual,321.97,Wallet,True
C16701,Standard,Monthly,670.31,Debit Card,True
C16702,Standard,Annual,732.7,UPI,True
C16703,Basic,Annual,456.96,Wallet,True
C16704,Basic,Monthly,348.5,Net Banking,False
C16705,Standard,Annual,762.05,UPI,True
C16706,Premium,Annual,1044.19,Debit Card,False
C16707,Premium,Annual,1231.26,UPI,False
C16708,Standard,Monthly,652.29,Debit Card,True
C16709,Standard,Monthly,662.36,UPI,False
C16710,Premium,Annual,1182.41,Credit Card,True
C16711,Basic,Annual,451.27,Net Banking,True
C16712,Basic,Monthly,447.8,Wallet,False
C16713,Standard,Annual,723.49,Wallet,True
C16714,Premium,Monthly,1058.34,Debit Card,True
C16715,Premium,Monthly,1139.35,UPI,False
C16716,Basic,Monthly,400.07,Credit Card,False
C16717,Basic,Monthly,472.88,Debit Card,True
C16718,Basic,Monthly,492.65,Debit Card,True
C16719,Basic,Monthly,426.49,UPI,False
C16720,Basic,Monthly,369.14,Credit Card,True
C16721,Standard,Monthly,807.04,Debit Card,True
C16722,Basic,Monthly,366.25,UPI,True
C16723,Premium,Monthly,1311.74,Credit Card,True
C16724,Basic,Monthly,347.75,Credit Card,False
C16725,Standard,Monthly,679.1,UPI,False
C16726,Basic,Monthly,314.05,UPI,True
C16727,Basic,Monthly,383.03,UPI,False
C16728,Basic,Annual,422.63,Debit Card,True
C16729,Premium,Annual,1393.4,Credit Card,True
C16730,Premium,Monthly,1404.17,Credit Card,False
C16731,Standard,Annual,896.73,Credit Card,False
C16732,Basic,Annual,316.55,Credit Card,True
C16733,Premium,Monthly,1245.57,Net Banking,True
C16734,Basic,Annual,403.27,Credit Card,True
C16735,Basic,Monthly,459.91,Credit Card,False
C16736,Standard,Monthly,678.91,Credit Card,True
C16737,Premium,Monthly,1033.69,Debit Card,False
C16738,Basic,Monthly,361.75,Debit Card,True
C16739,Basic,Monthly,495.79,Credit Card,True
C16740,Premium,Monthly,1448.72,Credit Card,False
C16741,Basic,Monthly,378.05,Wallet,True
C16742,Basic,Monthly,474.25,Wallet,False
C16743,Standard,Monthly,608.83,UPI,True
C16744,Premium,Annual,1156.1,Credit Card,True
C16745,Standard,Monthly,817.04,Debit Card,False
C16746,Premium,Annual,1109.73,UPI,False
C16747,Standard,Monthly,658.52,Credit Card,False
C16748,Basic,Monthly,471.36,UPI,True
C16749,Premium,Monthly,1306.98,UPI,False
C16750,Basic,Monthly,496.8,UPI,True
C16751,Basic,Monthly,325.93,Debit Card,False
C16752,Standard,Monthly,705.84,Debit Card,False
C16753,Basic,Monthly,361.24,UPI,True
C16754,Basic,Monthly,475.03,UPI,False
C16755,Basic,Monthly,350.06,UPI,True
C16756,Basic,Monthly,369.69,Debit Card,False
C16757,Premium,Monthly,1070.42,UPI,False
C16758,Standard,Annual,831.62,Wallet,True
C16759,Premium,Monthly,1117.85,UPI,True
C16760,Basic,Monthly,312.66,Debit Card,False
C16761,Basic,Annual,386.02,UPI,False
C16762,Basic,Monthly,377.29,UPI,True
C16763,Basic,Annual,334.52,Net Banking,True
C16764,Basic,Monthly,325.72,UPI,False
C16765,Standard,Monthly,867.97,UPI,True
C16766,Premium,Annual,1032.92,UPI,True
C16767,Premium,Annual,1048.66,Credit Card,True
C16768,Basic,Annual,348.01,Debit Card,True
C16769,Premium,Monthly,1475.42,Credit Card,False
C16770,Basic,Monthly,316.08,Debit Card,False
C16771,Basic,Monthly,462.2,UPI,True
C16772,Premium,Annual,1445.03,Debit Card,True
C16773,Standard,Monthly,712.36,Credit Card,True
C16774,Basic,Monthly,357.78,Debit Card,True
C16775,Basic,Monthly,434.48,Credit Card,True
C16776,Basic,Monthly,439.53,UPI,True
C16777,Standard,Annual,832.99,UPI,False
C16778,Standard,Annual,848.17,Net Banking,True
C16779,Premium,Monthly,1133.2,Credit Card,False
C16780,Basic,Monthly,436.39,Credit Card,True
C16781,Basic,Monthly,325.98,Wallet,False
C16782,Standard,Annual,752.22,Credit Card,True
C16783,Standard,Annual,782.87,UPI,True
C16784,Basic,Annual,331.35,UPI,True
C16785,Standard,Monthly,621.95,Debit Card,False
C16786,Premium,Monthly,1096.37,UPI,True
C16787,Premium,Annual,1209.29,Credit Card,True
C16788,Premium,Annual,1442.92,Wallet,True
C16789,Premium,Monthly,1264.96,Debit Card,True
C16790,Standard,Monthly,823.55,Credit Card,False
C16791,Premium,Monthly,1086.07,UPI,True
C16792,Basic,Monthly,320.2,Credit Card,False
C16793,Basic,Monthly,346.92,UPI,False
C16794,Basic,Annual,361.78,UPI,True
C16795,Standard,Annual,763.43,Credit Card,True
C16796,Basic,Monthly,475.25,Credit Card,False
C16797,Premium,Monthly,1212.05,Credit Card,True
C16798,Basic,Annual,402.76,Credit Card,False
C16799,Basic,Monthly,299.92,Debit Card,True
C16800,Standard,Monthly,608.99,Net Banking,False
C16801,Basic,Annual,315.75,Credit Card,True
C16802,Basic,Monthly,438.8,Credit Card,False
C16803,Basic,Monthly,396.24,Debit Card,False
C16804,Standard,Annual,656.89,UPI,False
C16805,Basic,Monthly,417.52,UPI,False
C16806,Standard,Monthly,762.38,Wallet,True
C16807,Standard,Monthly,625.64,Debit Card,False
C16808,Basic,Monthly,427.08,Credit Card,True
C16809,Basic,Monthly,452.43,Credit Card,False
C16810,Basic,Monthly,356.31,Credit Card,False
C16811,Standard,Monthly,805.25,UPI,False
C16812,Basic,Monthly,338.94,UPI,False
C16813,Basic,Monthly,450.35,Credit Card,False
C16814,Standard,Monthly,872.53,Net Banking,True
C16815,Standard,Monthly,731.56,Net Banking,False
C16816,Basic,Monthly,347.92,Net Banking,False
C16817,Basic,Monthly,378.84,Credit Card,False
C16818,Premium,Monthly,1124.04,Credit Card,False
C16819,Premium,Annual,999.62,Credit Card,False
C16820,Standard,Annual,794.14,Debit Card,True
C16821,Standard,Monthly,611.76,Debit Card,True
C16822,Standard,Monthly,662.12,Net Banking,False
C16823,Premium,Monthly,1360.22,Credit Card,True
C16824,Premium,Monthly,1331.86,UPI,True
C16825,Basic,Monthly,313.67,UPI,False
C16826,Premium,Monthly,1329.03,Credit Card,False
C16827,Basic,Monthly,485.11,Credit Card,False
C16828,Basic,Monthly,313.9,UPI,False
C16829,Standard,Monthly,723.71,UPI,False
C16830,Basic,Monthly,444.89,Wallet,True
C16831,Premium,Monthly,1332.86,Net Banking,False
C16832,Basic,Monthly,344.3,Net Banking,False
C16833,Standard,Monthly,647.92,UPI,False
C16834,Premium,Annual,1391.12,Credit Card,True
C16835,Premium,Annual,1477.12,Net Banking,True
C16836,Basic,Annual,452.52,Wallet,False
C16837,Basic,Monthly,491.64,Debit Card,False
C16838,Standard,Monthly,780.5,Debit Card,False
C16839,Basic,Monthly,484.82,UPI,False
C16840,Premium,Monthly,1344.22,Wallet,False
C16841,Premium,Monthly,1453.44,Credit Card,True
C16842,Basic,Monthly,331.32,UPI,False
C16843,Basic,Monthly,462.11,Net Banking,False
C16844,Basic,Monthly,338.35,UPI,True
C16845,Premium,Annual,1012.71,UPI,True
C16846,Basic,Annual,402.52,Wallet,True
C16847,Basic,Monthly,362.65,Credit Card,True
C16848,Basic,Monthly,307.71,Credit Card,False
C16849,Standard,Monthly,893.09,Debit Card,False
C16850,Basic,Monthly,432.29,Credit Card,False
C16851,Basic,Monthly,479.36,Debit Card,False
C16852,Premium,Monthly,1498.54,Credit Card,False
C16853,Premium,Annual,1194.98,UPI,True
C16854,Standard,Monthly,675.42,Debit Card,False
C16855,Basic,Annual,335.78,UPI,True
C16856,Basic,Annual,402.04,Credit Card,True
C16857,Standard,Monthly,780.82,Credit Card,True
C16858,Basic,Annual,393.48,Credit Card,False
C16859,Premium,Monthly,1192.63,Credit Card,False
C16860,Standard,Monthly,649.48,Credit Card,True
C16861,Basic,Monthly,387.37,Credit Card,False
C16862,Premium,Monthly,1041.62,UPI,True
C16863,Premium,Monthly,1431.52,Credit Card,False
C16864,Basic,Annual,308.38,Debit Card,True
C16865,Standard,Monthly,713.19,Credit Card,True
C16866,Basic,Annual,319.03,Net Banking,True
C16867,Basic,Monthly,454.0,Credit Card,True
C16868,Basic,Monthly,361.55,Debit Card,False
C16869,Standard,Monthly,632.93,Debit Card,False
C16870,Premium,Monthly,1264.75,UPI,True
C16871,Standard,Monthly,873.88,Debit Card,True
C16872,Basic,Monthly,480.73,Debit Card,False
C16873,Standard,Monthly,673.9,UPI,False
C16874,Basic,Monthly,442.93,UPI,True
C16875,Premium,Monthly,1014.14,Credit Card,True
C16876,Basic,Monthly,325.37,Debit Card,False
C16877,Basic,Monthly,398.89,Wallet,False
C16878,Basic,Monthly,344.75,Debit Card,True
C16879,Standard,Annual,838.48,Debit Card,True
C16880,Basic,Monthly,485.21,Credit Card,True
C16881,Standard,Monthly,600.3,Net Banking,False
C16882,Basic,Monthly,345.58,Credit Card,True
C16883,Basic,Annual,386.91,Credit Card,True
C16884,Standard,Annual,767.92,Debit Card,True
C16885,Premium,Monthly,1456.95,Debit Card,True
C16886,Premium,Monthly,1444.94,Wallet,True
C16887,Basic,Monthly,426.43,Credit Card,False
C16888,Basic,Annual,350.48,Debit Card,True
C16889,Basic,Annual,455.66,Credit Card,False
C16890,Standard,Monthly,659.8,UPI,True
C16891,Standard,Annual,888.55,Debit Card,True
C16892,Premium,Monthly,1001.92,UPI,True
C16893,Premium,Annual,1283.89,Debit Card,False
C16894,Basic,Annual,316.68,UPI,True
C16895,Standard,Monthly,721.28,Debit Card,True
C16896,Premium,Annual,1316.47,Debit Card,True
C16897,Premium,Monthly,1343.8,UPI,False
C16898,Basic,Monthly,456.11,Debit Card,False
C16899,Basic,Monthly,417.67,Net Banking,False
C16900,Basic,Monthly,349.26,Debit Card,True
C16901,Basic,Annual,476.85,Wallet,False
C16902,Basic,Monthly,461.22,Credit Card,False
C16903,Basic,Annual,331.01,Credit Card,True
C16904,Standard,Monthly,846.95,Debit Card,False
C16905,Basic,Monthly,493.53,Credit Card,True
C16906,Basic,Annual,426.44,Debit Card,False
C16907,Basic,Monthly,355.36,Credit Card,False
C16908,Premium,Monthly,1302.3,Net Banking,False
C16909,Premium,Monthly,1170.27,UPI,False
C16910,Standard,Monthly,801.78,Debit Card,False
C16911,Basic,Monthly,407.96,UPI,False
C16912,Premium,Monthly,1463.75,Credit Card,False
C16913,Basic,Annual,422.58,Net Banking,True
C16914,Basic,Monthly,341.8,Debit Card,True
C16915,Basic,Monthly,444.02,Credit Card,False
C16916,Basic,Monthly,359.18,Net Banking,False
C16917,Basic,Annual,353.48,Debit Card,True
C16918,Premium,Annual,1194.89,UPI,True
C16919,Standard,Monthly,602.6,Net Banking,False
C16920,Basic,Monthly,492.83,Net Banking,True
C16921,Premium,Monthly,1265.17,Net Banking,False
C16922,Basic,Annual,453.7,Debit Card,True
C16923,Basic,Monthly,350.57,UPI,False
C16924,Standard,Monthly,822.99,Credit Card,False
C16925,Standard,Annual,769.15,Net Banking,False
C16926,Basic,Monthly,383.83,Debit Card,True
C16927,Basic,Monthly,493.13,Debit Card,False
C16928,Standard,Annual,747.15,Net Banking,True
C16929,Standard,Monthly,796.24,Net Banking,False
C16930,Standard,Monthly,603.6,Wallet,False
C16931,Basic,Monthly,359.29,Debit Card,True
C16932,Basic,Annual,476.74,Credit Card,True
C16933,Basic,Monthly,450.79,Wallet,True
C16934,Basic,Annual,406.35,Debit Card,True
C16935,Premium,Annual,1449.08,Net Banking,True
C16936,Standard,Monthly,744.87,UPI,True
C16937,Basic,Monthly,412.3,Net Banking,False
C16938,Standard,Monthly,713.65,UPI,True
C16939,Standard,Annual,785.01,Net Banking,True
C16940,Basic,Annual,362.8,Credit Card,True
C16941,Premium,Monthly,1191.75,Wallet,False
C16942,Premium,Annual,1482.16,Credit Card,True
C16943,Standard,Annual,632.39,Credit Card,True
C16944,Basic,Monthly,320.05,UPI,False
C16945,Standard,Monthly,611.99,UPI,False
C16946,Standard,Monthly,695.01,UPI,True
C16947,Basic,Annual,378.65,Debit Card,True
C16948,Basic,Monthly,317.9,UPI,True
C16949,Premium,Annual,1273.57,Net Banking,True
C16950,Basic,Annual,415.66,UPI,True
C16951,Standard,Monthly,824.31,Debit Card,True
C16952,Standard,Annual,891.79,UPI,True
C16953,Basic,Monthly,422.87,Net Banking,True
C16954,Basic,Annual,321.33,Wallet,True
C16955,Premium,Monthly,1043.26,Credit Card,False
C16956,Basic,Monthly,454.51,Credit Card,True
C16957,Standard,Annual,794.1,Credit Card,True
C16958,Standard,Monthly,647.57,Debit Card,True
C16959,Standard,Monthly,675.01,Debit Card,True
C16960,Premium,Annual,1374.12,UPI,True
C16961,Standard,Monthly,768.85,UPI,True
C16962,Basic,Monthly,416.0,Debit Card,False
C16963,Premium,Monthly,1104.0,Credit Card,False
C16964,Standard,Annual,787.72,Debit Card,False
C16965,Basic,Annual,453.13,Credit Card,True
C16966,Basic,Annual,476.05,Net Banking,False
C16967,Premium,Monthly,1367.36,Debit Card,False
C16968,Basic,Annual,414.28,UPI,False
C16969,Standard,Annual,800.98,Debit Card,True
C16970,Standard,Monthly,744.53,UPI,False
C16971,Basic,Monthly,344.38,UPI,False
C16972,Standard,Monthly,863.66,Credit Card,False
C16973,Basic,Annual,405.52,UPI,True
C16974,Basic,Annual,417.86,Credit Card,False
C16975,Standard,Monthly,896.03,Debit Card,False
C16976,Basic,Annual,496.0,UPI,False
C16977,Standard,Monthly,774.89,UPI,False
C16978,Premium,Monthly,1015.98,UPI,False
C16979,Standard,Annual,717.84,Credit Card,True
C16980,Basic,Monthly,486.46,Credit Card,False
C16981,Basic,Monthly,356.66,Credit Card,True
C16982,Standard,Monthly,898.78,Credit Card,False
C16983,Premium,Monthly,1041.16,Debit Card,False
C16984,Premium,Monthly,1283.06,UPI,False
C16985,Premium,Monthly,1256.72,UPI,False
C16986,Basic,Annual,350.07,Net Banking,True
C16987,Basic,Annual,488.72,UPI,True
C16988,Standard,Monthly,784.75,Debit Card,False
C16989,Basic,Monthly,345.05,Credit Card,True
C16990,Basic,Annual,375.81,Debit Card,True
C16991,Premium,Monthly,1359.61,Credit Card,True
C16992,Basic,Monthly,358.54,UPI,True
C16993,Basic,Monthly,474.92,Net Banking,True
C16994,Basic,Monthly,332.13,UPI,True
C16995,Premium,Monthly,1131.25,Credit Card,False
C16996,Standard,Annual,642.47,Wallet,False
C16997,Standard,Annual,630.25,Credit Card,True
C16998,Premium,Annual,1149.16,Wallet,True
C16999,Basic,Monthly,498.84,Net Banking,True
C17000,Standard,Monthly,627.3,Debit Card,False
C17001,Basic,Monthly,341.6,Credit Card,False
C17002,Basic,Monthly,353.32,Wallet,False
C17003,Premium,Monthly,1308.56,UPI,False
C17004,Standard,Annual,822.6,Credit Card,True
C17005,Basic,Monthly,449.39,UPI,False
C17006,Basic,Monthly,300.73,UPI,False
C17007,Standard,Monthly,794.56,Credit Card,False
C17008,Basic,Annual,425.15,Credit Card,True
C17009,Basic,Monthly,402.53,Credit Card,False
C17010,Basic,Annual,374.84,Credit Card,True
C17011,Basic,Annual,458.49,Credit Card,False
C17012,Premium,Annual,1170.94,Credit Card,False
C17013,Basic,Monthly,345.0,Credit Card,True
C17014,Basic,Monthly,361.02,Credit Card,False
C17015,Standard,Monthly,730.89,Wallet,True
C17016,Premium,Monthly,1106.03,UPI,False
C17017,Basic,Annual,420.51,Debit Card,True
C17018,Basic,Monthly,475.84,UPI,True
C17019,Basic,Annual,418.09,Credit Card,True
C17020,Standard,Monthly,733.0,Net Banking,False
C17021,Standard,Annual,838.06,UPI,True
C17022,Premium,Monthly,1373.02,Debit Card,False
C17023,Premium,Monthly,1182.53,Wallet,False
C17024,Standard,Annual,780.25,UPI,True
C17025,Standard,Monthly,817.95,Debit Card,False
C17026,Standard,Monthly,672.64,Wallet,True
C17027,Basic,Monthly,372.25,Net Banking,False
C17028,Premium,Monthly,1051.89,Wallet,True
C17029,Basic,Monthly,496.54,Credit Card,False
C17030,Basic,Annual,316.18,Wallet,True
C17031,Standard,Monthly,649.58,UPI,False
