customer_id,plan,contract_type,monthly_charges,tenure_months,monthly_usage_hours,support_tickets,auto_renewal,risk_score,risk_level
C15996,Premium,Monthly,1236.54,35,38.4,2,False,2,Medium Risk
C15997,Standard,Annual,677.61,31,27.6,3,False,2,Medium Risk
C15998,Basic,Monthly,330.32,15,40.6,2,True,1,Medium Risk
C16000,Premium,Monthly,1275.69,21,5.8,5,True,3,High Risk
C16001,Standard,Monthly,880.57,32,48.4,2,False,2,Medium Risk
C16002,Standard,Annual,699.14,25,69.9,1,True,0,Low Risk
C16003,Basic,Monthly,410.5,5,61.5,1,True,2,Medium Risk
C16004,Standard,Monthly,754.9,35,59.2,1,True,1,Medium Risk
C16005,Premium,Monthly,1306.37,8,37.9,4,False,4,High Risk
C16006,Basic,Annual,342.41,28,5.1,5,True,2,Medium Risk
C16008,Standard,Monthly,887.73,27,58.8,1,True,1,Medium Risk
C16009,Basic,Monthly,309.73,1,37.5,2,False,3,High Risk
C16010,Premium,Monthly,1351.63,18,66.6,1,True,1,Medium Risk
C16011,Basic,Monthly,497.42,1,48.8,1,False,3,High Risk
C16012,Premium,Monthly,1411.82,7,37.7,3,False,4,High Risk
C16014,Premium,Monthly,1387.69,28,49.9,2,False,2,Medium Risk
C16015,Standard,Annual,731.04,0,43.6,3,True,2,Medium Risk
C16017,Basic,Annual,481.39,35,64.3,3,True,1,Medium Risk
C16019,Premium,Monthly,1214.32,1,0.0,5,True,4,High Risk
C16020,Basic,Monthly,360.9,5,38.2,3,True,3,High Risk
C16021,Standard,Monthly,712.45,28,77.7,1,False,2,Medium Risk
C16022,Standard,Monthly,786.4,23,37.9,2,True,1,Medium Risk
C16023,Basic,Monthly,439.82,29,45.1,2,False,2,Medium Risk
C16024,Basic,Monthly,303.6,13,39.2,3,True,2,Medium Risk
C16025,Standard,Annual,889.08,31,39.9,5,True,1,Medium Risk
C16028,Standard,Annual,816.48,35,70.3,0,True,0,Low Risk
C16029,Basic,Monthly,483.77,9,45.3,3,True,3,High Risk
C16030,Premium,Monthly,1051.89,9,49.9,3,False,4,High Risk
C16031,Basic,Monthly,428.34,18,54.9,1,False,2,Medium Risk
C16032,Standard,Monthly,630.42,5,67.0,0,False,3,High Risk
C16034,Premium,Annual,1480.0,19,59.3,3,True,1,Medium Risk
C16035,Standard,Monthly,659.43,30,22.4,6,True,2,Medium Risk
C16038,Basic,Monthly,422.95,4,20.2,4,True,3,High Risk
C16039,Standard,Annual,845.43,35,31.8,3,False,2,Medium Risk
C16042,Standard,Annual,628.93,8,18.3,4,True,3,High Risk
C16043,Basic,Monthly,403.46,11,48.0,2,False,3,High Risk
C16044,Basic,Monthly,393.95,0,64.5,3,True,3,High Risk
C16045,Standard,Annual,708.7,23,32.1,5,True,1,Medium Risk
C16046,Basic,Monthly,420.24,22,44.2,2,False,2,Medium Risk
C16047,Standard,Annual,611.98,25,22.9,4,False,2,Medium Risk
C16050,Premium,Annual,1309.68,32,17.6,4,True,2,Medium Risk
C16052,Basic,Annual,307.75,31,39.8,2,True,0,Low Risk
C16055,Standard,Monthly,698.2,4,51.3,1,True,2,Medium Risk
C16056,Basic,Monthly,402.49,26,39.8,4,False,3,High Risk
C16057,Premium,Monthly,1031.57,26,68.9,1,False,2,Medium Risk
C16058,Standard,Monthly,745.17,18,55.2,2,True,1,Medium Risk
C16059,Premium,Annual,1441.78,35,53.3,4,False,2,Medium Risk
C16060,Basic,Monthly,448.51,31,69.8,2,False,2,Medium Risk
C16061,Standard,Annual,734.13,17,27.9,4,True,1,Medium Risk
C16063,Basic,Monthly,484.56,21,65.2,2,False,2,Medium Risk
C16064,Basic,Annual,307.37,13,25.9,3,True,1,Medium Risk
C16065,Premium,Monthly,1150.72,24,38.5,4,False,3,High Risk
C16066,Standard,Monthly,855.71,5,55.5,2,False,3,High Risk
C16067,Basic,Monthly,322.64,4,29.8,3,True,3,High Risk
C16068,Standard,Annual,645.01,24,39.8,2,True,0,Low Risk
C16070,Basic,Annual,422.3,26,24.5,3,False,2,Medium Risk
C16074,Standard,Monthly,662.08,28,50.7,3,False,3,High Risk
C16075,Standard,Monthly,822.82,19,56.7,4,True,2,Medium Risk
C16076,Standard,Monthly,644.41,15,40.0,2,False,2,Medium Risk
C16078,Premium,Monthly,1388.97,24,24.8,3,True,2,Medium Risk
C16079,Basic,Annual,471.88,4,61.5,1,True,1,Medium Risk
C16080,Standard,Annual,723.53,19,6.6,4,True,2,Medium Risk
C16082,Basic,Monthly,345.44,19,48.1,2,False,2,Medium Risk
C16083,Standard,Annual,884.79,19,60.8,2,False,1,Medium Risk
C16084,Standard,Monthly,736.95,18,71.7,1,False,2,Medium Risk
C16085,Premium,Monthly,1299.7,13,64.0,1,False,2,Medium Risk
C16087,Basic,Monthly,462.2,8,62.9,2,True,2,Medium Risk
C16089,Basic,Monthly,386.64,13,21.6,4,False,3,High Risk
C16090,Basic,Monthly,463.79,4,73.4,1,False,3,High Risk
C16091,Basic,Monthly,310.36,14,51.4,2,True,1,Medium Risk
C16094,Standard,Annual,672.76,33,63.8,1,True,0,Low Risk
C16095,Basic,Monthly,441.09,30,43.3,3,False,3,High Risk
C16097,Standard,Monthly,835.64,5,76.1,0,True,2,Medium Risk
C16098,Premium,Annual,1370.87,20,51.5,2,True,0,Low Risk
C16100,Basic,Annual,333.4,34,11.4,4,False,3,High Risk
C16102,Standard,Monthly,885.0,0,35.8,3,True,3,High Risk
C16103,Basic,Monthly,487.63,12,35.3,4,True,2,Medium Risk
C16104,Basic,Monthly,415.23,34,66.4,1,False,2,Medium Risk
C16106,Standard,Annual,874.99,34,49.7,2,True,0,Low Risk
C16107,Basic,Annual,378.33,8,31.9,3,True,2,Medium Risk
C16108,Premium,Monthly,1426.83,29,61.9,2,True,1,Medium Risk
C16109,Basic,Monthly,319.83,17,36.7,3,False,3,High Risk
C16110,Standard,Monthly,874.96,13,35.9,4,True,2,Medium Risk
C16112,Standard,Annual,662.74,25,62.8,2,True,0,Low Risk
C16113,Premium,Monthly,1237.08,10,24.4,5,True,3,High Risk
C16117,Basic,Monthly,442.33,5,44.4,2,False,3,High Risk
C16120,Basic,Annual,371.64,36,59.6,2,True,0,Low Risk
C16126,Basic,Monthly,356.65,34,16.2,4,False,4,High Risk
C16127,Basic,Monthly,357.31,4,33.1,3,False,4,High Risk
C16128,Basic,Monthly,444.21,24,45.7,2,True,1,Medium Risk
C16129,Premium,Annual,1459.4,5,65.1,1,True,1,Medium Risk
C16130,Basic,Monthly,377.12,19,54.3,3,True,2,Medium Risk
C16131,Standard,Monthly,677.61,19,49.2,3,False,3,High Risk
C16132,Basic,Monthly,406.74,1,41.8,2,False,3,High Risk
C16133,Basic,Monthly,393.11,10,56.6,1,False,3,High Risk
C16134,Standard,Monthly,640.96,16,56.3,2,True,1,Medium Risk
C16135,Premium,Annual,1228.58,30,74.2,1,False,1,Medium Risk
C16137,Basic,Annual,426.47,32,46.3,2,True,0,Low Risk
C16138,Standard,Monthly,777.42,23,8.3,5,False,4,High Risk
C16139,Standard,Monthly,667.93,17,36.2,4,False,3,High Risk
C16140,Premium,Monthly,1342.56,3,69.0,1,False,3,High Risk
C16141,Standard,Annual,816.37,25,38.8,2,True,0,Low Risk
C16142,Basic,Monthly,368.23,4,59.9,1,False,3,High Risk
C16143,Basic,Annual,420.96,29,19.6,3,True,2,Medium Risk
C16144,Premium,Annual,1291.51,20,48.3,2,False,1,Medium Risk
C16145,Basic,Annual,327.87,34,37.6,3,True,1,Medium Risk
C16147,Standard,Monthly,827.83,13,34.5,3,True,2,Medium Risk
C16148,Premium,Annual,1101.75,30,30.1,3,True,1,Medium Risk
C16149,Premium,Annual,1118.67,32,44.8,2,False,1,Medium Risk
C16150,Premium,Monthly,1360.5,22,18.5,4,False,4,High Risk
C16151,Standard,Monthly,778.9,35,33.4,4,False,3,High Risk
C16152,Standard,Monthly,826.95,27,77.3,1,False,2,Medium Risk
C16154,Premium,Annual,1073.56,6,12.0,5,True,3,High Risk
C16155,Premium,Monthly,1358.98,10,45.7,3,False,4,High Risk
C16156,Standard,Monthly,643.04,22,56.0,2,False,2,Medium Risk
C16157,Standard,Monthly,636.61,34,52.7,2,False,2,Medium Risk
C16158,Premium,Monthly,1106.04,1,49.0,2,False,3,High Risk
C16159,Premium,Annual,1367.58,28,65.3,1,True,0,Low Risk
C16161,Standard,Annual,869.28,29,60.3,2,True,0,Low Risk
C16163,Basic,Monthly,302.98,16,38.7,2,False,2,Medium Risk
C16164,Standard,Annual,863.18,26,51.7,4,False,2,Medium Risk
C16165,Premium,Monthly,1464.97,7,45.5,2,False,3,High Risk
C16166,Premium,Annual,1498.48,12,42.9,3,True,1,Medium Risk
C16169,Standard,Monthly,744.84,15,15.9,5,False,4,High Risk
C16170,Premium,Annual,1370.55,31,48.5,3,True,1,Medium Risk
C16171,Premium,Monthly,1179.32,4,46.7,2,True,2,Medium Risk
C16172,Basic,Monthly,328.08,13,50.4,3,False,3,High Risk
C16173,Standard,Annual,812.12,33,24.3,4,False,2,Medium Risk
C16174,Premium,Annual,1467.68,31,39.9,2,True,0,Low Risk
C16175,Standard,Annual,780.64,29,39.4,3,True,1,Medium Risk
C16177,Basic,Monthly,329.44,2,31.7,4,False,4,High Risk
C16179,Basic,Annual,493.9,34,66.4,2,True,0,Low Risk
C16180,Premium,Annual,1112.69,17,36.3,5,True,1,Medium Risk
C16181,Premium,Annual,1411.55,32,57.1,2,True,0,Low Risk
C16184,Standard,Monthly,802.47,3,56.1,2,False,3,High Risk
C16185,Basic,Annual,443.62,27,42.9,3,True,1,Medium Risk
C16186,Standard,Monthly,750.77,24,30.2,4,True,2,Medium Risk
C16187,Basic,Monthly,328.44,18,46.2,2,True,1,Medium Risk
C16190,Standard,Annual,743.84,25,25.9,4,True,1,Medium Risk
C16191,Basic,Monthly,497.73,18,78.1,0,False,2,Medium Risk
C16192,Basic,Annual,448.49,26,6.4,6,False,3,High Risk
C16193,Standard,Annual,673.51,8,11.3,4,True,3,High Risk
C16194,Standard,Monthly,722.34,22,48.7,2,True,1,Medium Risk
C16195,Standard,Monthly,685.62,33,35.3,3,False,3,High Risk
C16196,Standard,Monthly,703.19,0,61.1,1,False,3,High Risk
C16197,Basic,Monthly,465.03,34,58.2,2,False,2,Medium Risk
C16198,Basic,Annual,422.31,16,42.2,2,True,0,Low Risk
C16199,Basic,Monthly,360.13,10,26.6,3,True,3,High Risk
C16200,Premium,Monthly,1422.04,28,52.2,2,False,2,Medium Risk
C16202,Standard,Monthly,655.21,14,54.4,1,True,1,Medium Risk
C16203,Basic,Annual,323.76,27,76.9,1,True,0,Low Risk
C16204,Basic,Monthly,358.28,3,47.8,2,False,3,High Risk
C16205,Basic,Monthly,399.01,28,30.6,4,False,3,High Risk
C16206,Basic,Annual,333.34,26,40.7,3,True,1,Medium Risk
C16209,Standard,Monthly,780.66,32,45.6,2,False,2,Medium Risk
C16211,Basic,Monthly,347.3,13,18.3,4,True,3,High Risk
C16212,Standard,Annual,628.16,26,51.2,2,False,1,Medium Risk
C16213,Basic,Monthly,429.74,8,46.2,2,False,3,High Risk
C16216,Premium,Monthly,1101.04,6,45.4,2,True,2,Medium Risk
C16217,Basic,Annual,475.69,26,49.9,2,True,0,Low Risk
C16222,Basic,Annual,415.32,28,16.9,4,True,2,Medium Risk
C16223,Basic,Monthly,447.11,11,60.4,2,True,2,Medium Risk
C16224,Standard,Monthly,751.58,7,12.0,4,False,5,High Risk
C16227,Premium,Monthly,1105.05,21,9.7,4,True,3,High Risk
C16228,Basic,Annual,336.01,18,54.0,1,False,1,Medium Risk
C16229,Basic,Monthly,390.67,11,40.0,4,False,4,High Risk
C16231,Basic,Annual,353.82,25,10.7,4,False,3,High Risk
C16232,Standard,Monthly,732.82,35,70.6,2,False,2,Medium Risk
C16233,Basic,Annual,315.32,34,26.9,3,True,1,Medium Risk
C16235,Premium,Monthly,1451.32,27,40.1,3,False,3,High Risk
C16236,Basic,Monthly,429.39,31,65.5,2,True,1,Medium Risk
C16237,Basic,Annual,389.46,35,61.3,1,False,1,Medium Risk
C16238,Standard,Monthly,841.5,3,41.7,5,False,4,High Risk
C16239,Basic,Monthly,424.7,10,29.4,4,True,3,High Risk
C16240,Basic,Annual,474.45,31,53.0,3,True,1,Medium Risk
C16241,Basic,Monthly,461.52,30,15.1,4,False,4,High Risk
C16242,Basic,Monthly,406.21,1,39.1,3,False,4,High Risk
C16243,Basic,Monthly,462.04,0,63.6,1,True,2,Medium Risk
C16244,Basic,Monthly,465.63,23,45.9,3,True,2,Medium Risk
C16246,Standard,Annual,844.2,27,5.8,5,True,2,Medium Risk
C16248,Basic,Monthly,379.07,7,29.1,5,True,3,High Risk
C16249,Basic,Annual,309.7,36,11.1,5,True,2,Medium Risk
C16254,Standard,Monthly,829.11,11,69.1,1,True,2,Medium Risk
C16256,Premium,Monthly,1016.15,31,52.0,2,False,2,Medium Risk
C16257,Basic,Monthly,468.2,14,15.0,4,False,4,High Risk
C16258,Basic,Monthly,440.94,23,41.2,5,False,3,High Risk
C16259,Standard,Monthly,674.12,10,52.8,3,True,3,High Risk
C16260,Basic,Annual,450.82,22,45.2,4,False,2,Medium Risk
C16261,Basic,Annual,477.75,10,25.5,3,True,2,Medium Risk
C16263,Premium,Annual,1149.53,33,5.4,5,True,2,Medium Risk
C16264,Standard,Monthly,782.99,25,19.9,4,False,4,High Risk
C16265,Standard,Annual,854.87,7,8.1,4,False,4,High Risk
C16266,Standard,Annual,635.01,28,28.6,3,True,1,Medium Risk
C16267,Premium,Monthly,1153.01,1,45.4,3,True,3,High Risk
C16271,Premium,Monthly,1214.42,7,27.0,3,False,4,High Risk
C16272,Basic,Monthly,472.44,9,24.0,5,False,4,High Risk
C16273,Basic,Monthly,442.49,14,28.1,3,False,3,High Risk
C16274,Standard,Monthly,702.72,14,59.3,1,False,2,Medium Risk
C16275,Basic,Monthly,338.72,16,48.8,3,True,2,Medium Risk
C16277,Standard,Monthly,812.69,33,13.9,4,True,3,High Risk
C16278,Basic,Monthly,370.4,15,52.2,3,False,3,High Risk
C16279,Standard,Annual,745.88,33,18.3,4,False,3,High Risk
C16280,Standard,Monthly,654.92,28,34.3,3,True,2,Medium Risk
C16281,Premium,Annual,1049.58,24,14.8,5,False,3,High Risk
C16282,Basic,Annual,396.25,18,34.1,3,True,1,Medium Risk
C16283,Basic,Monthly,424.7,32,66.6,2,False,2,Medium Risk
C16284,Standard,Monthly,713.39,5,9.4,5,True,4,High Risk
C16285,Standard,Annual,871.3,2,62.9,4,True,2,Medium Risk
C16286,Premium,Annual,1427.32,29,30.5,3,True,1,Medium Risk
C16287,Standard,Monthly,716.66,0,59.0,3,True,3,High Risk
C16288,Basic,Monthly,356.22,10,27.9,4,True,3,High Risk
C16289,Basic,Annual,394.37,15,50.1,2,True,0,Low Risk
C16290,Standard,Monthly,703.34,21,57.4,1,True,1,Medium Risk
C16291,Basic,Annual,389.52,29,47.1,4,True,1,Medium Risk
C16293,Premium,Annual,1056.64,22,51.1,1,True,0,Low Risk
C16295,Premium,Monthly,1013.63,16,78.7,0,True,1,Medium Risk
C16296,Basic,Monthly,321.01,18,62.6,1,False,2,Medium Risk
C16297,Basic,Monthly,389.28,26,36.2,3,False,3,High Risk
C16298,Basic,Monthly,364.33,16,26.1,3,False,3,High Risk
C16299,Standard,Annual,850.84,31,62.0,3,True,1,Medium Risk
C16300,Premium,Monthly,1428.23,33,61.9,4,True,2,Medium Risk
C16301,Premium,Monthly,1211.8,13,48.2,2,False,2,Medium Risk
C16302,Premium,Monthly,1236.08,19,2.9,5,False,4,High Risk
C16303,Basic,Monthly,348.18,14,87.7,0,True,1,Medium Risk
C16307,Standard,Annual,691.91,36,29.2,4,True,1,Medium Risk
C16308,Premium,Annual,1004.24,12,35.6,4,False,2,Medium Risk
C16310,Standard,Monthly,843.96,11,13.0,4,False,5,High Risk
C16316,Basic,Monthly,347.43,10,30.2,3,True,3,High Risk
C16317,Standard,Annual,813.06,31,52.8,3,True,1,Medium Risk
C16319,Standard,Monthly,693.59,21,37.1,3,False,3,High Risk
C16320,Standard,Monthly,829.9,7,11.1,4,True,4,High Risk
C16321,Standard,Monthly,827.2,4,55.3,3,True,3,High Risk
C16324,Premium,Annual,1346.04,19,57.1,1,False,1,Medium Risk
C16326,Premium,Monthly,1091.83,10,43.4,2,False,3,High Risk
C16327,Standard,Monthly,649.28,2,37.8,3,False,4,High Risk
C16328,Basic,Monthly,492.69,16,5.6,5,False,4,High Risk
C16329,Basic,Monthly,495.05,30,19.1,4,True,3,High Risk
C16330,Basic,Annual,304.0,26,46.8,2,True,0,Low Risk
C16331,Basic,Monthly,362.89,25,29.2,3,False,3,High Risk
C16332,Basic,Annual,496.46,16,37.7,2,True,0,Low Risk
C16334,Premium,Monthly,1119.47,9,33.0,3,True,3,High Risk
C16335,Basic,Monthly,474.93,12,54.7,2,True,1,Medium Risk
C16336,Standard,Monthly,677.45,21,1.5,4,True,3,High Risk
C16338,Basic,Monthly,389.29,20,55.6,3,False,3,High Risk
C16339,Standard,Monthly,894.86,22,21.6,4,False,3,High Risk
C16340,Basic,Monthly,325.95,0,37.0,3,True,3,High Risk
C16341,Basic,Monthly,423.94,8,18.0,5,False,5,High Risk
C16342,Basic,Annual,467.97,12,25.6,4,True,1,Medium Risk
C16345,Standard,Monthly,746.98,0,8.9,4,False,5,High Risk
C16347,Premium,Monthly,1186.37,1,37.2,3,False,4,High Risk
C16348,Basic,Annual,496.53,36,24.0,3,True,1,Medium Risk
C16350,Basic,Annual,332.29,22,43.8,4,True,1,Medium Risk
C16352,Standard,Monthly,877.51,3,69.5,0,False,3,High Risk
C16353,Standard,Monthly,635.75,35,61.7,1,False,2,Medium Risk
C16354,Basic,Monthly,357.66,0,34.9,3,False,4,High Risk
C16356,Basic,Monthly,339.71,29,35.2,3,False,3,High Risk
C16360,Basic,Monthly,456.98,5,2.0,4,False,5,High Risk
C16361,Standard,Monthly,806.0,29,32.6,3,False,3,High Risk
C16362,Premium,Annual,1288.39,24,22.7,3,True,1,Medium Risk
C16363,Basic,Monthly,345.69,5,11.2,4,False,5,High Risk
C16364,Standard,Annual,635.39,20,15.9,4,True,2,Medium Risk
C16366,Basic,Annual,410.07,32,80.6,0,True,0,Low Risk
C16367,Standard,Annual,602.57,17,0.0,4,False,3,High Risk
C16368,Basic,Monthly,436.31,18,49.9,2,False,2,Medium Risk
C16369,Standard,Monthly,889.42,4,49.6,2,True,2,Medium Risk
C16370,Basic,Monthly,418.85,8,49.5,2,True,2,Medium Risk
C16371,Basic,Monthly,376.62,30,20.5,3,False,3,High Risk
C16372,Basic,Monthly,446.51,30,15.4,4,True,3,High Risk
C16375,Premium,Monthly,1068.71,22,29.1,3,True,2,Medium Risk
C16378,Basic,Annual,442.78,34,14.5,3,False,3,High Risk
C16379,Premium,Monthly,1463.59,4,57.1,1,False,3,High Risk
C16380,Basic,Monthly,416.26,29,50.7,3,False,3,High Risk
C16381,Basic,Annual,403.72,30,61.3,3,True,1,Medium Risk
C16383,Standard,Monthly,809.82,10,45.0,3,False,4,High Risk
C16384,Premium,Monthly,1118.54,5,70.2,1,True,2,Medium Risk
C16385,Standard,Monthly,609.25,21,50.2,2,True,1,Medium Risk
C16386,Basic,Monthly,416.99,2,34.1,3,False,4,High Risk
C16387,Basic,Monthly,353.3,15,43.1,3,False,3,High Risk
C16388,Basic,Annual,339.52,21,45.6,2,True,0,Low Risk
C16390,Standard,Annual,641.76,34,43.3,4,True,1,Medium Risk
C16392,Basic,Annual,330.53,20,26.2,4,True,1,Medium Risk
C16394,Basic,Monthly,308.32,17,64.0,1,True,1,Medium Risk
C16395,Premium,Monthly,1335.34,15,23.8,3,True,2,Medium Risk
C16397,Premium,Monthly,1395.77,4,17.6,5,True,4,High Risk
C16398,Standard,Annual,656.92,18,42.4,3,True,1,Medium Risk
C16399,Standard,Annual,631.48,20,82.6,0,True,0,Low Risk
C16400,Standard,Monthly,724.1,24,58.8,4,False,3,High Risk
C16401,Basic,Monthly,425.63,3,43.9,2,True,2,Medium Risk
C16402,Basic,Monthly,462.35,30,48.9,2,True,1,Medium Risk
C16403,Standard,Annual,774.82,35,70.7,1,True,0,Low Risk
C16404,Basic,Annual,329.7,32,41.8,2,True,0,Low Risk
C16405,Basic,Annual,447.65,11,13.5,5,True,3,High Risk
C16406,Standard,Annual,892.66,21,51.1,2,True,0,Low Risk
C16407,Standard,Annual,632.51,35,28.8,3,False,2,Medium Risk
C16408,Standard,Annual,641.16,28,22.0,4,False,2,Medium Risk
C16409,Standard,Monthly,638.13,8,10.8,4,False,5,High Risk
C16411,Premium,Monthly,1269.14,9,54.9,2,True,2,Medium Risk
C16413,Basic,Monthly,419.68,16,47.8,2,True,1,Medium Risk
C16415,Standard,Monthly,736.15,20,8.4,8,False,4,High Risk
C16416,Basic,Monthly,396.65,11,1.3,5,False,5,High Risk
C16417,Premium,Annual,1386.04,36,79.2,1,False,1,Medium Risk
C16420,Premium,Annual,1106.81,18,30.7,3,True,1,Medium Risk
C16421,Standard,Annual,866.01,9,27.1,4,False,3,High Risk
C16422,Premium,Monthly,1498.37,31,21.3,3,True,2,Medium Risk
C16424,Basic,Annual,362.5,34,17.2,5,True,2,Medium Risk
C16425,Premium,Annual,1330.95,29,29.3,4,False,2,Medium Risk
C16426,Basic,Annual,328.92,28,16.4,5,True,2,Medium Risk
C16427,Standard,Monthly,627.49,16,10.4,5,False,4,High Risk
C16428,Basic,Annual,373.39,18,66.9,2,False,1,Medium Risk
C16429,Standard,Annual,738.67,5,42.6,3,True,2,Medium Risk
C16431,Basic,Annual,329.63,29,30.5,3,True,1,Medium Risk
C16432,Standard,Monthly,848.66,12,71.5,1,False,2,Medium Risk
C16434,Standard,Monthly,781.02,7,60.0,1,False,3,High Risk
C16435,Standard,Monthly,821.37,8,44.8,2,True,2,Medium Risk
C16436,Standard,Monthly,857.83,16,24.2,4,False,3,High Risk
C16439,Standard,Annual,634.42,23,62.0,2,True,0,Low Risk
C16440,Standard,Monthly,682.32,1,31.8,3,True,3,High Risk
C16441,Premium,Annual,1397.78,35,73.2,0,True,0,Low Risk
C16443,Standard,Annual,606.45,28,36.6,4,True,1,Medium Risk
C16445,Basic,Monthly,455.03,2,26.0,5,False,4,High Risk
C16446,Premium,Monthly,1232.32,30,29.8,3,False,3,High Risk
C16447,Standard,Monthly,605.71,36,20.1,4,True,2,Medium Risk
C16448,Premium,Monthly,1136.86,13,46.2,3,True,2,Medium Risk
C16449,Standard,Annual,719.19,18,29.4,3,True,1,Medium Risk
C16450,Basic,Monthly,322.75,15,47.4,3,False,3,High Risk
C16451,Standard,Monthly,857.88,3,15.8,6,True,4,High Risk
C16453,Basic,Monthly,329.5,11,24.6,6,True,3,High Risk
C16454,Premium,Monthly,1493.85,31,20.4,5,True,2,Medium Risk
C16455,Standard,Annual,843.66,29,41.4,2,True,0,Low Risk
C16456,Basic,Annual,406.04,5,36.3,3,False,3,High Risk
C16457,Basic,Monthly,331.38,25,51.4,2,True,1,Medium Risk
C16458,Standard,Annual,651.49,35,21.0,5,True,1,Medium Risk
C16459,Standard,Monthly,828.64,34,71.5,0,False,2,Medium Risk
C16460,Basic,Annual,368.93,7,71.4,2,True,1,Medium Risk
C16461,Premium,Annual,1018.53,13,15.2,4,True,2,Medium Risk
C16463,Standard,Monthly,698.83,34,59.5,2,True,1,Medium Risk
C16464,Premium,Annual,1144.02,26,61.2,1,True,0,Low Risk
C16465,Standard,Monthly,714.56,7,56.7,4,True,3,High Risk
C16466,Basic,Monthly,357.37,4,40.6,3,True,3,High Risk
C16467,Standard,Monthly,823.4,35,83.4,1,False,2,Medium Risk
C16469,Standard,Monthly,864.72,0,69.5,1,True,2,Medium Risk
C16471,Standard,Monthly,851.81,26,9.3,5,False,4,High Risk
C16472,Basic,Monthly,324.06,11,43.9,2,True,2,Medium Risk
C16473,Standard,Monthly,785.21,10,17.2,5,False,5,High Risk
C16474,Basic,Monthly,377.98,34,51.9,2,False,2,Medium Risk
C16475,Premium,Monthly,1368.4,31,30.0,5,True,2,Medium Risk
C16476,Standard,Monthly,895.69,13,34.3,3,False,3,High Risk
C16480,Standard,Annual,796.93,21,42.9,3,True,1,Medium Risk
C16481,Basic,Monthly,364.9,24,27.2,3,True,2,Medium Risk
C16482,Standard,Annual,827.22,4,66.1,2,True,1,Medium Risk
C16483,Basic,Annual,480.96,36,48.9,3,True,1,Medium Risk
C16484,Basic,Monthly,462.73,33,49.0,3,True,2,Medium Risk
C16485,Premium,Monthly,1092.72,1,24.3,5,False,4,High Risk
C16486,Basic,Monthly,436.92,23,22.9,3,True,2,Medium Risk
C16487,Standard,Monthly,685.81,10,46.9,2,True,2,Medium Risk
C16488,Standard,Monthly,755.14,21,24.7,5,False,3,High Risk
C16489,Basic,Annual,340.61,13,71.0,3,True,1,Medium Risk
C16490,Basic,Annual,439.01,35,27.6,4,True,1,Medium Risk
C16491,Basic,Monthly,333.38,12,45.0,2,True,1,Medium Risk
C16493,Standard,Monthly,607.59,33,40.4,4,False,3,High Risk
C16494,Basic,Annual,450.01,14,30.3,3,True,1,Medium Risk
C16495,Premium,Annual,1019.26,25,27.7,4,False,2,Medium Risk
C16496,Standard,Monthly,767.46,36,66.1,2,True,1,Medium Risk
C16497,Standard,Annual,876.8,29,49.4,2,True,0,Low Risk
C16498,Standard,Annual,625.53,13,51.6,3,True,1,Medium Risk
C16499,Premium,Annual,1106.8,27,57.9,2,False,1,Medium Risk
C16500,Basic,Monthly,379.78,5,54.2,4,False,4,High Risk
C16501,Premium,Monthly,1169.55,21,54.9,1,False,2,Medium Risk
C16503,Standard,Annual,831.64,33,36.7,3,True,1,Medium Risk
C16504,Basic,Monthly,350.26,0,36.9,3,False,4,High Risk
C16505,Standard,Annual,729.85,19,23.6,4,True,1,Medium Risk
C16508,Premium,Monthly,1176.19,0,37.0,5,False,4,High Risk
C16509,Premium,Annual,1022.65,17,50.3,4,True,1,Medium Risk
C16512,Standard,Monthly,879.74,31,39.5,2,True,1,Medium Risk
C16513,Basic,Annual,323.44,25,67.2,2,True,0,Low Risk
C16514,Standard,Monthly,618.94,29,36.3,4,False,3,High Risk
C16515,Basic,Monthly,423.8,20,20.0,3,False,3,High Risk
C16516,Standard,Monthly,719.1,13,58.1,2,False,2,Medium Risk
C16517,Standard,Annual,618.08,20,19.4,4,True,2,Medium Risk
C16518,Basic,Monthly,300.4,7,42.9,2,True,2,Medium Risk
C16519,Premium,Annual,1061.98,33,43.6,2,True,0,Low Risk
C16520,Basic,Monthly,338.38,4,16.2,4,False,5,High Risk
C16522,Basic,Monthly,411.21,30,54.1,1,False,2,Medium Risk
C16523,Basic,Monthly,303.32,6,45.2,2,False,3,High Risk
C16524,Premium,Annual,1391.22,30,50.6,4,False,2,Medium Risk
C16525,Basic,Monthly,410.06,18,38.1,4,True,2,Medium Risk
C16526,Basic,Annual,440.95,2,73.5,2,True,1,Medium Risk
C16527,Basic,Annual,437.44,33,44.2,2,True,0,Low Risk
C16528,Standard,Monthly,865.62,12,29.5,3,True,2,Medium Risk
C16531,Standard,Monthly,731.38,0,30.6,3,False,4,High Risk
C16532,Basic,Annual,424.34,33,39.4,3,True,1,Medium Risk
C16534,Basic,Monthly,481.76,21,22.5,3,True,2,Medium Risk
C16535,Premium,Monthly,1329.07,1,63.1,2,False,3,High Risk
C16537,Standard,Annual,642.47,31,40.7,3,True,1,Medium Risk
C16538,Standard,Annual,618.9,20,1.3,5,True,2,Medium Risk
C16540,Basic,Monthly,432.82,29,39.0,3,True,2,Medium Risk
C16541,Basic,Annual,357.57,32,45.7,2,False,1,Medium Risk
C16542,Premium,Annual,1396.15,15,18.4,4,True,2,Medium Risk
